Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","95","Honduras","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","9429.013","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","97","Hongrie","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","9752.975","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","97","Hongrie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","9729.823","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","264","Île de Man","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","83.287","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","264","Île de Man","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","83.598","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","259","Îles Anglo-Normandes","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","166.923","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","259","Îles Anglo-Normandes","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","168.665","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","36","Îles Caïmanes","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","62.569","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","36","Îles Caïmanes","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","63.382","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","47","Îles Cook","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","17.524","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","47","Îles Cook","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","17.507","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","65","Îles Falkland (Malvinas)","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","2.928","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","65","Îles Falkland (Malvinas)","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","3.068","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","64","Îles Féroé","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","48.173","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","64","Îles Féroé","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","48.331","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","163","Îles Mariannes du Nord","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","56.188","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","163","Îles Mariannes du Nord","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","56.562","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","127","Îles Marshall","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","57.735","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","127","Îles Marshall","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","58.058","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","25","Îles Salomon","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","619.438","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","25","Îles Salomon","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","636.039","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","224","Îles Turques-et-Caïques","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","36.559","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","224","Îles Turques-et-Caïques","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","37.115","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","240","Îles Vierges américaines","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","104.835","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","240","Îles Vierges américaines","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","104.751","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","239","Îles Vierges britanniques","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","29.355","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","239","Îles Vierges britanniques","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","29.577","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","243","Îles Wallis-et-Futuna","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","12.107","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","243","Îles Wallis-et-Futuna","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","11.9","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","100","Inde","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","1324517.249","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","100","Inde","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","1338676.785","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","101","Indonésie","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","261556.381","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","101","Indonésie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","264650.963","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","102","Iran (République islamique d')","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","79563.989","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","102","Iran (République islamique d')","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","80673.883","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","103","Iraq","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","36610.632","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","103","Iraq","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","37552.781","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","104","Irlande","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","4695.779","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","104","Irlande","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","4753.279","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","99","Islande","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","332.206","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","99","Islande","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","334.393","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","105","Israël","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","8108.985","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","105","Israël","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","8243.848","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","106","Italie","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","60663.06","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","106","Italie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","60673.701","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","109","Jamaïque","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","2906.236","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","109","Jamaïque","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","2920.848","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","110","Japon","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","127763.265","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","110","Japon","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","127502.725","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","112","Jordanie","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","9554.286","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","112","Jordanie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","9785.843","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","108","Kazakhstan","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","17830.901","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","108","Kazakhstan","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","18080.019","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","114","Kenya","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","49051.534","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","114","Kenya","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","50221.142","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","113","Kirghizistan","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","6074.33","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","113","Kirghizistan","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","6189.733","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","83","Kiribati","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","112.524","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","83","Kiribati","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","114.158","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","118","Koweït","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","3956.875","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","118","Koweït","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","4056.099","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","122","Lesotho","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","2075.03","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","122","Lesotho","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","2091.534","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","119","Lettonie","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","1974.266","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","119","Lettonie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","1951.097","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","121","Liban","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","6714.281","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","121","Liban","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","6819.373","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","123","Libéria","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","4586.787","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","123","Libéria","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","4702.226","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","124","Libye","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","6492.162","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","124","Libye","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","6580.724","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","125","Liechtenstein","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","37.658","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","125","Liechtenstein","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","37.8","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","126","Lituanie","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","2889.557","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","126","Lituanie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","2845.414","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","256","Luxembourg","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","579.264","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","256","Luxembourg","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","591.91","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","154","Macédoine du Nord","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","2080.743","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","154","Macédoine du Nord","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","2081.996","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","129","Madagascar","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","24894.37","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","129","Madagascar","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","25570.512","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","131","Malaisie","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","30684.654","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","131","Malaisie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","31104.646","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","130","Malawi","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","17205.261","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","130","Malawi","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","17670.196","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","132","Maldives","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","475.512","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","132","Maldives","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","496.402","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","133","Mali","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","17965.443","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","133","Mali","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","18512.43","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","134","Malte","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","436.097","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","134","Malte","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","437.933","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","143","Maroc","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","35126.283","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","143","Maroc","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","35581.255","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","135","Martinique","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","376.791","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","135","Martinique","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","375.948","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","137","Maurice","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","1261.865","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","137","Maurice","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","1264.499","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","136","Mauritanie","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","4163.533","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","136","Mauritanie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","4282.57","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","270","Mayotte","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","246.45","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","270","Mayotte","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","252.957","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","138","Mexique","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","123333.376","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","138","Mexique","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","124777.324","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","145","Micronésie (États fédérés de)","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","110.215","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","145","Micronésie (États fédérés de)","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","111.459","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","140","Monaco","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","38.07","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","140","Monaco","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","38.392","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","141","Mongolie","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","3056.364","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","141","Mongolie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","3113.786","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","273","Monténégro","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","627.264","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","273","Monténégro","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","627.563","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","142","Montserrat","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","4.981","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","142","Montserrat","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","4.984","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","144","Mozambique","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","27829.938","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","144","Mozambique","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","28649.018","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","28","Myanmar","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","53045.201","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","28","Myanmar","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","53382.523","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","147","Namibie","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","2358.044","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","147","Namibie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","2402.633","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","148","Nauru","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","10.475","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","148","Nauru","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","10.573","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","149","Népal","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","27263.433","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","149","Népal","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","27632.681","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","157","Nicaragua","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","6303.974","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","157","Nicaragua","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","6384.846","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","158","Niger","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","20788.798","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","158","Niger","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","21602.382","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","159","Nigéria","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","185960.241","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","159","Nigéria","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","190873.244","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","160","Nioué","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","1.614","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","160","Nioué","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","1.609","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","162","Norvège","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","5250.949","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","162","Norvège","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","5296.326","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","153","Nouvelle-Calédonie","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","274.191","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","153","Nouvelle-Calédonie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","277.15","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","156","Nouvelle-Zélande","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","4659.265","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","156","Nouvelle-Zélande","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","4702.034","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","221","Oman","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","4479.219","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","221","Oman","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","4665.928","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","226","Ouganda","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","39649.166","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","226","Ouganda","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","41166.588","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","235","Ouzbékistan","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","31441.751","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","235","Ouzbékistan","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","31959.785","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","165","Pakistan","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","203631.353","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","165","Pakistan","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","207906.209","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","180","Palaos","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","17.725","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","180","Palaos","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","17.808","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","299","Palestine","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","4635.654","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","299","Palestine","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","4747.227","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","166","Panama","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","4037.078","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","166","Panama","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","4106.769","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","168","Papouasie-Nouvelle-Guinée","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","8271.762","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","168","Papouasie-Nouvelle-Guinée","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","8438.036","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","169","Paraguay","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","6777.872","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","169","Paraguay","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","6867.061","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","150","Pays-Bas","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","16981.295","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","150","Pays-Bas","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","17021.347","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","170","Pérou","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","30926.032","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","170","Pérou","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","31444.298","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","171","Philippines","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","103663.816","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","171","Philippines","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","105172.925","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","173","Pologne","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","37989.22","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","173","Pologne","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","37953.18","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","70","Polynésie française","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","274.575","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","70","Polynésie française","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","276.102","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","177","Porto Rico","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","3283.125","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","177","Porto Rico","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","3163.667","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","174","Portugal","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","10325.538","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","174","Portugal","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","10288.527","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","179","Qatar","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","2654.374","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","179","Qatar","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","2724.728","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","212","République arabe syrienne","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","17465.575","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","212","République arabe syrienne","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","17095.678","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","37","République centrafricaine","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","4537.686","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","37","République centrafricaine","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","4596.023","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","117","République de Corée","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","50983.457","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","117","République de Corée","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","51096.415","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","146","République de Moldova","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","4066.009","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","146","République de Moldova","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","4059.684","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","250","République démocratique du Congo","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","78789.127","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","250","République démocratique du Congo","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","81398.764","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","120","République démocratique populaire lao","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","6845.846","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","120","République démocratique populaire lao","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","6953.035","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","56","République dominicaine","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","10397.741","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","56","République dominicaine","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","10513.104","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","116","République populaire démocratique de Corée","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","25307.665","X","Sources internationales sûres",""
