Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Nouveaux Bilans Alimentaire","351","Chine","5154","Autres utilisations (non alimentaire)","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","0","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Nouveaux Bilans Alimentaire","351","Chine","5142","Nourriture","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","459.03","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Nouveaux Bilans Alimentaire","351","Chine","5142","Nourriture","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","551.5","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Nouveaux Bilans Alimentaire","351","Chine","645","Disponibilité alimentaire en quantité (kg/personne/an)","2763","Poissons Pelagiques","2016","2016","kg","0.32","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","351","Chine","645","Disponibilité alimentaire en quantité (kg/personne/an)","2763","Poissons Pelagiques","2017","2017","kg","0.38","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","351","Chine","664","Disponibilité alimentaire (Kcal/personne/jour)","2763","Poissons Pelagiques","2016","2016","Kcal/personne/jour","1","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","351","Chine","664","Disponibilité alimentaire (Kcal/personne/jour)","2763","Poissons Pelagiques","2017","2017","Kcal/personne/jour","1","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","351","Chine","674","Disponibilité de protéines en quantité (g/personne/jour)","2763","Poissons Pelagiques","2016","2016","g/personne/jour","0.1","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","351","Chine","674","Disponibilité de protéines en quantité (g/personne/jour)","2763","Poissons Pelagiques","2017","2017","g/personne/jour","0.12","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","351","Chine","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2763","Poissons Pelagiques","2016","2016","g/personne/jour","0.03","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","351","Chine","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2763","Poissons Pelagiques","2017","2017","g/personne/jour","0.04","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","5511","Production","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","5.57","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","5511","Production","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","4.99","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","5611","Importations - Quantité","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","27.55","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","5611","Importations - Quantité","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","18.85","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","5072","Variation de stock","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","5072","Variation de stock","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","5911","Exportations - Quantité","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","8.32","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","5911","Exportations - Quantité","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","2.11","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","5301","Disponibilité intérieure","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","24.79","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","5301","Disponibilité intérieure","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","21.74","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","5521","Aliments pour animaux","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","1.94","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","5521","Aliments pour animaux","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","2.5","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","5154","Autres utilisations (non alimentaire)","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","5154","Autres utilisations (non alimentaire)","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","5142","Nourriture","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","22.86","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","5142","Nourriture","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","19.24","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","645","Disponibilité alimentaire en quantité (kg/personne/an)","2763","Poissons Pelagiques","2016","2016","kg","3.16","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","645","Disponibilité alimentaire en quantité (kg/personne/an)","2763","Poissons Pelagiques","2017","2017","kg","2.63","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","664","Disponibilité alimentaire (Kcal/personne/jour)","2763","Poissons Pelagiques","2016","2016","Kcal/personne/jour","7","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","664","Disponibilité alimentaire (Kcal/personne/jour)","2763","Poissons Pelagiques","2017","2017","Kcal/personne/jour","6","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","674","Disponibilité de protéines en quantité (g/personne/jour)","2763","Poissons Pelagiques","2016","2016","g/personne/jour","0.97","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","674","Disponibilité de protéines en quantité (g/personne/jour)","2763","Poissons Pelagiques","2017","2017","g/personne/jour","0.81","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2763","Poissons Pelagiques","2016","2016","g/personne/jour","0.34","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2763","Poissons Pelagiques","2017","2017","g/personne/jour","0.3","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","5611","Importations - Quantité","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","0.37","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","5611","Importations - Quantité","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","1.51","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","5072","Variation de stock","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","5072","Variation de stock","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","5911","Exportations - Quantité","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","0.02","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","5911","Exportations - Quantité","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","0.04","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","5301","Disponibilité intérieure","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","0.35","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","5301","Disponibilité intérieure","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","1.47","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","5521","Aliments pour animaux","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","5521","Aliments pour animaux","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","5154","Autres utilisations (non alimentaire)","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","5154","Autres utilisations (non alimentaire)","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","5142","Nourriture","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","0.35","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","5142","Nourriture","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","1.47","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","645","Disponibilité alimentaire en quantité (kg/personne/an)","2763","Poissons Pelagiques","2016","2016","kg","0.56","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","645","Disponibilité alimentaire en quantité (kg/personne/an)","2763","Poissons Pelagiques","2017","2017","kg","2.36","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","664","Disponibilité alimentaire (Kcal/personne/jour)","2763","Poissons Pelagiques","2016","2016","Kcal/personne/jour","1","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","664","Disponibilité alimentaire (Kcal/personne/jour)","2763","Poissons Pelagiques","2017","2017","Kcal/personne/jour","6","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","674","Disponibilité de protéines en quantité (g/personne/jour)","2763","Poissons Pelagiques","2016","2016","g/personne/jour","0.17","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","674","Disponibilité de protéines en quantité (g/personne/jour)","2763","Poissons Pelagiques","2017","2017","g/personne/jour","0.71","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2763","Poissons Pelagiques","2016","2016","g/personne/jour","0.06","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2763","Poissons Pelagiques","2017","2017","g/personne/jour","0.28","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","5511","Production","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","3122.21","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","5511","Production","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","2970.31","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","5611","Importations - Quantité","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","5538.11","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","5611","Importations - Quantité","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","8419.03","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","5911","Exportations - Quantité","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","1029.39","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","5911","Exportations - Quantité","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","1193.81","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","5301","Disponibilité intérieure","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","7630.94","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","5301","Disponibilité intérieure","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","10195.52","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","5521","Aliments pour animaux","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","7283.27","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","5521","Aliments pour animaux","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","9731.06","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","5154","Autres utilisations (non alimentaire)","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","5154","Autres utilisations (non alimentaire)","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","5142","Nourriture","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","347.67","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","5142","Nourriture","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","464.46","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","645","Disponibilité alimentaire en quantité (kg/personne/an)","2763","Poissons Pelagiques","2016","2016","kg","0.25","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","645","Disponibilité alimentaire en quantité (kg/personne/an)","2763","Poissons Pelagiques","2017","2017","kg","0.33","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","664","Disponibilité alimentaire (Kcal/personne/jour)","2763","Poissons Pelagiques","2016","2016","Kcal/personne/jour","1","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","664","Disponibilité alimentaire (Kcal/personne/jour)","2763","Poissons Pelagiques","2017","2017","Kcal/personne/jour","1","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","674","Disponibilité de protéines en quantité (g/personne/jour)","2763","Poissons Pelagiques","2016","2016","g/personne/jour","0.08","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","674","Disponibilité de protéines en quantité (g/personne/jour)","2763","Poissons Pelagiques","2017","2017","g/personne/jour","0.1","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2763","Poissons Pelagiques","2016","2016","g/personne/jour","0.02","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2763","Poissons Pelagiques","2017","2017","g/personne/jour","0.03","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","5511","Production","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","612.46","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","5511","Production","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","548.07","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","5611","Importations - Quantité","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","585.69","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","5611","Importations - Quantité","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","730.7","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","5072","Variation de stock","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","-10","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","5072","Variation de stock","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","45","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","5911","Exportations - Quantité","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","517.44","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","5911","Exportations - Quantité","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","531.75","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","5301","Disponibilité intérieure","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","670.72","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","5301","Disponibilité intérieure","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","792.01","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","5521","Aliments pour animaux","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","582.57","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","5521","Aliments pour animaux","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","725.68","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","5154","Autres utilisations (non alimentaire)","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","5154","Autres utilisations (non alimentaire)","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","5142","Nourriture","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","88.15","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","5142","Nourriture","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","66.32","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","645","Disponibilité alimentaire en quantité (kg/personne/an)","2763","Poissons Pelagiques","2016","2016","kg","3.73","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","645","Disponibilité alimentaire en quantité (kg/personne/an)","2763","Poissons Pelagiques","2017","2017","kg","2.8","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","664","Disponibilité alimentaire (Kcal/personne/jour)","2763","Poissons Pelagiques","2016","2016","Kcal/personne/jour","9","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","664","Disponibilité alimentaire (Kcal/personne/jour)","2763","Poissons Pelagiques","2017","2017","Kcal/personne/jour","7","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","674","Disponibilité de protéines en quantité (g/personne/jour)","2763","Poissons Pelagiques","2016","2016","g/personne/jour","1.18","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","674","Disponibilité de protéines en quantité (g/personne/jour)","2763","Poissons Pelagiques","2017","2017","g/personne/jour","0.87","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2763","Poissons Pelagiques","2016","2016","g/personne/jour","0.39","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2763","Poissons Pelagiques","2017","2017","g/personne/jour","0.32","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","5511","Production","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","0.71","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","5511","Production","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","0.79","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","5611","Importations - Quantité","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","12.22","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","5611","Importations - Quantité","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","15.69","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","5072","Variation de stock","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","5072","Variation de stock","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","5911","Exportations - Quantité","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","0.67","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","5911","Exportations - Quantité","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","0.42","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","5301","Disponibilité intérieure","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","12.26","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","5301","Disponibilité intérieure","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","16.06","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","5521","Aliments pour animaux","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","7.42","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","5521","Aliments pour animaux","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","10.85","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","5527","Semences","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","5527","Semences","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","5154","Autres utilisations (non alimentaire)","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","0.2","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","5154","Autres utilisations (non alimentaire)","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","0.5","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","5142","Nourriture","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","4.64","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","5142","Nourriture","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","4.71","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","645","Disponibilité alimentaire en quantité (kg/personne/an)","2763","Poissons Pelagiques","2016","2016","kg","3.96","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","645","Disponibilité alimentaire en quantité (kg/personne/an)","2763","Poissons Pelagiques","2017","2017","kg","4","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","664","Disponibilité alimentaire (Kcal/personne/jour)","2763","Poissons Pelagiques","2016","2016","Kcal/personne/jour","10","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","664","Disponibilité alimentaire (Kcal/personne/jour)","2763","Poissons Pelagiques","2017","2017","Kcal/personne/jour","10","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","674","Disponibilité de protéines en quantité (g/personne/jour)","2763","Poissons Pelagiques","2016","2016","g/personne/jour","1.21","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","674","Disponibilité de protéines en quantité (g/personne/jour)","2763","Poissons Pelagiques","2017","2017","g/personne/jour","1.21","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2763","Poissons Pelagiques","2016","2016","g/personne/jour","0.54","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2763","Poissons Pelagiques","2017","2017","g/personne/jour","0.54","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","44","Colombie","5511","Production","2763","Poissons Pelagiques","2016","2016","Milliers de tonnes","48.3","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","44","Colombie","5511","Production","2763","Poissons Pelagiques","2017","2017","Milliers de tonnes","45.34","Im","Données de la FAO basées sur une méthodologie d'imputation"
