date,Region,PaysDiff,Touristes
2006-01-01,"","",108
2006-02-01,"","",56
2006-03-01,"","",47
2006-04-01,"","",46
2006-05-01,"","",54
2006-06-01,"","",24
2006-07-01,"","",21
2006-08-01,"","",41
2006-09-01,"","",21
2006-10-01,"","",34
2006-11-01,"","",58
2006-12-01,"","",60
2006-01-01,Afrique,Afrique,20
2006-02-01,Afrique,Afrique,11
2006-03-01,Afrique,Afrique,13
2006-04-01,Afrique,Afrique,36
2006-05-01,Afrique,Afrique,20
2006-06-01,Afrique,Afrique,40
2006-07-01,Afrique,Afrique,13
2006-08-01,Afrique,Afrique,17
2006-09-01,Afrique,Afrique,31
2006-10-01,Afrique,Afrique,15
2006-11-01,Afrique,Afrique,9
2006-12-01,Afrique,Afrique,27
2007-01-01,Afrique,Afrique,44
2007-02-01,Afrique,Afrique,11
2007-03-01,Afrique,Afrique,42
2007-04-01,Afrique,Afrique,30
2007-05-01,Afrique,Afrique,23
2007-06-01,Afrique,Afrique,29
2007-07-01,Afrique,Afrique,106
2007-08-01,Afrique,Afrique,121
2007-09-01,Afrique,Afrique,115
2007-10-01,Afrique,Afrique,85
2007-11-01,Afrique,Afrique,74
2007-12-01,Afrique,Afrique,84
2008-01-01,Afrique,Afrique,19
2008-02-01,Afrique,Afrique,27
2008-03-01,Afrique,Afrique,24
2008-04-01,Afrique,Afrique,32
2008-05-01,Afrique,Afrique,45
2008-06-01,Afrique,Afrique,34
2008-07-01,Afrique,Afrique,37
2008-08-01,Afrique,Afrique,20
2008-09-01,Afrique,Afrique,29
2008-10-01,Afrique,Afrique,26
2008-11-01,Afrique,Afrique,22
2008-12-01,Afrique,Afrique,23
2009-01-01,Afrique,Afrique,21
2009-02-01,Afrique,Afrique,22
2009-03-01,Afrique,Afrique,20
2009-04-01,Afrique,Afrique,35
2009-05-01,Afrique,Afrique,29
2009-06-01,Afrique,Afrique,29
2009-07-01,Afrique,Afrique,27
2009-08-01,Afrique,Afrique,19
2009-09-01,Afrique,Afrique,16
2009-10-01,Afrique,Afrique,27
2009-11-01,Afrique,Afrique,15
2009-12-01,Afrique,Afrique,18
2010-01-01,Afrique,Afrique,11
2010-02-01,Afrique,Afrique,16
2010-03-01,Afrique,Afrique,13
2010-04-01,Afrique,Afrique,13
2010-05-01,Afrique,Afrique,24
2010-06-01,Afrique,Afrique,28
2010-07-01,Afrique,Afrique,34
2010-08-01,Afrique,Afrique,19
2010-09-01,Afrique,Afrique,27
2010-10-01,Afrique,Afrique,35
2010-11-01,Afrique,Afrique,24
2010-12-01,Afrique,Afrique,31
2011-01-01,Afrique,Afrique,26
2011-02-01,Afrique,Afrique,10
2011-03-01,Afrique,Afrique,16
2011-04-01,Afrique,Afrique,28
2011-05-01,Afrique,Afrique,11
2011-06-01,Afrique,Afrique,18
2011-07-01,Afrique,Afrique,39
2011-08-01,Afrique,Afrique,29
2011-09-01,Afrique,Afrique,16
2011-10-01,Afrique,Afrique,20
2011-11-01,Afrique,Afrique,22
2011-12-01,Afrique,Afrique,37
2012-01-01,Afrique,Afrique,10
2012-02-01,Afrique,Afrique,21
2012-03-01,Afrique,Afrique,27
2012-04-01,Afrique,Afrique,12
2012-05-01,Afrique,Afrique,24
2012-06-01,Afrique,Afrique,27
2012-07-01,Afrique,Afrique,23
2012-08-01,Afrique,Afrique,22
2012-09-01,Afrique,Afrique,32
2012-10-01,Afrique,Afrique,24
2012-11-01,Afrique,Afrique,32
2012-12-01,Afrique,Afrique,34
2013-01-01,Afrique,Afrique,11
2013-02-01,Afrique,Afrique,12
2013-03-01,Afrique,Afrique,20
2013-04-01,Afrique,Afrique,12
2013-05-01,Afrique,Afrique,21
2013-06-01,Afrique,Afrique,40
2013-07-01,Afrique,Afrique,41
2013-08-01,Afrique,Afrique,19
2013-09-01,Afrique,Afrique,39
2013-10-01,Afrique,Afrique,20
2013-11-01,Afrique,Afrique,14
2013-12-01,Afrique,Afrique,60
2014-01-01,Afrique,Afrique,24
2014-02-01,Afrique,Afrique,11
2014-03-01,Afrique,Afrique,21
2014-04-01,Afrique,Afrique,22
2014-05-01,Afrique,Afrique,21
2014-06-01,Afrique,Afrique,29
2014-07-01,Afrique,Afrique,24
2014-08-01,Afrique,Afrique,11
2014-09-01,Afrique,Afrique,22
2014-10-01,Afrique,Afrique,44
2014-11-01,Afrique,Afrique,30
2014-12-01,Afrique,Afrique,27
2015-01-01,Afrique,Afrique,27
2015-02-01,Afrique,Afrique,12
2015-03-01,Afrique,Afrique,21
2015-04-01,Afrique,Afrique,15
2015-05-01,Afrique,Afrique,24
2015-06-01,Afrique,Afrique,31
2015-07-01,Afrique,Afrique,35
2015-08-01,Afrique,Afrique,21
2015-09-01,Afrique,Afrique,27
2015-10-01,Afrique,Afrique,10
2015-11-01,Afrique,Afrique,20
2015-12-01,Afrique,Afrique,12
2016-01-01,Afrique,Afrique,21
2016-02-01,Afrique,Afrique,17
2016-03-01,Afrique,Afrique,20
2016-04-01,Afrique,Afrique,37
2016-05-01,Afrique,Afrique,19
2016-06-01,Afrique,Afrique,21
2016-07-01,Afrique,Afrique,38
2016-08-01,Afrique,Afrique,36
2016-09-01,Afrique,Afrique,34
2016-10-01,Afrique,Afrique,20
2016-11-01,Afrique,Afrique,11
2016-12-01,Afrique,Afrique,28
2017-01-01,Afrique,Afrique,16
2017-02-01,Afrique,Afrique,5
2017-03-01,Afrique,Afrique,16
2017-04-01,Afrique,Afrique,22
2017-05-01,Afrique,Afrique,29
2017-06-01,Afrique,Afrique,39
2017-07-01,Afrique,Afrique,36
2017-08-01,Afrique,Afrique,28
2017-09-01,Afrique,Afrique,33
2017-10-01,Afrique,Afrique,18
2017-11-01,Afrique,Afrique,20
2017-12-01,Afrique,Afrique,37
2018-01-01,Afrique,Afrique,15
2018-02-01,Afrique,Afrique,14
2018-03-01,Afrique,Afrique,27
2018-04-01,Afrique,Afrique,32
2018-05-01,Afrique,Afrique,19
2018-06-01,Afrique,Afrique,34
2018-07-01,Afrique,Afrique,51
2018-08-01,Afrique,Afrique,48
2018-09-01,Afrique,Afrique,38
2018-10-01,Afrique,Afrique,34
2018-11-01,Afrique,Afrique,25
2018-12-01,Afrique,Afrique,40
2019-01-01,Afrique,Afrique,14
2019-02-01,Afrique,Afrique,19
2019-03-01,Afrique,Afrique,20
2019-04-01,Afrique,Afrique,37
2019-05-01,Afrique,Afrique,24
2019-06-01,Afrique,Afrique,18
2019-07-01,Afrique,Afrique,34
2019-08-01,Afrique,Afrique,45
2019-09-01,Afrique,Afrique,23
2019-10-01,Afrique,Afrique,36
2019-11-01,Afrique,Afrique,27
2019-12-01,Afrique,Afrique,39
2020-01-01,Afrique,Afrique,18
2020-02-01,Afrique,Afrique,15
2020-03-01,Afrique,Afrique,6
2020-07-01,Afrique,Afrique,3
2020-08-01,Afrique,Afrique,18
2020-09-01,Afrique,Afrique,6
2020-10-01,Afrique,Afrique,20
2020-11-01,Afrique,Afrique,10
2020-12-01,Afrique,Afrique,7
2021-01-01,Afrique,Afrique,8
2021-02-01,Afrique,Afrique,1
2021-04-01,Afrique,Afrique,2
2021-05-01,Afrique,Afrique,1
2021-06-01,Afrique,Afrique,15
2021-07-01,Afrique,Afrique,7
2021-08-01,Afrique,Afrique,4
2021-09-01,Afrique,Afrique,8
2021-10-01,Afrique,Afrique,5
2021-11-01,Afrique,Afrique,10
2021-12-01,Afrique,Afrique,4
2022-01-01,Afrique,Afrique,5
2022-02-01,Afrique,Afrique,9
2022-03-01,Afrique,Afrique,14
2006-01-01,Amérique Centrale,Autre Amérique Centrale,8
2006-02-01,Amérique Centrale,Autre Amérique Centrale,21
2006-03-01,Amérique Centrale,Autre Amérique Centrale,34
2006-04-01,Amérique Centrale,Autre Amérique Centrale,31
2006-05-01,Amérique Centrale,Autre Amérique Centrale,13
2006-06-01,Amérique Centrale,Autre Amérique Centrale,11
2006-07-01,Amérique Centrale,Autre Amérique Centrale,2
2006-08-01,Amérique Centrale,Autre Amérique Centrale,3
2006-09-01,Amérique Centrale,Autre Amérique Centrale,4
2006-10-01,Amérique Centrale,Autre Amérique Centrale,6
2006-11-01,Amérique Centrale,Autre Amérique Centrale,4
2006-12-01,Amérique Centrale,Autre Amérique Centrale,4
2007-01-01,Amérique Centrale,Autre Amérique Centrale,15
2007-02-01,Amérique Centrale,Autre Amérique Centrale,5
2007-03-01,Amérique Centrale,Autre Amérique Centrale,26
2007-04-01,Amérique Centrale,Autre Amérique Centrale,10
2007-05-01,Amérique Centrale,Autre Amérique Centrale,16
2007-06-01,Amérique Centrale,Autre Amérique Centrale,28
2007-07-01,Amérique Centrale,Autre Amérique Centrale,14
2007-08-01,Amérique Centrale,Autre Amérique Centrale,19
2007-09-01,Amérique Centrale,Autre Amérique Centrale,28
2007-10-01,Amérique Centrale,Autre Amérique Centrale,16
2007-11-01,Amérique Centrale,Autre Amérique Centrale,24
2007-12-01,Amérique Centrale,Autre Amérique Centrale,28
2008-01-01,Amérique Centrale,Autre Amérique Centrale,3
2008-02-01,Amérique Centrale,Autre Amérique Centrale,23
2008-03-01,Amérique Centrale,Autre Amérique Centrale,9
2008-04-01,Amérique Centrale,Autre Amérique Centrale,18
2008-05-01,Amérique Centrale,Autre Amérique Centrale,15
2008-06-01,Amérique Centrale,Autre Amérique Centrale,4
2008-07-01,Amérique Centrale,Autre Amérique Centrale,11
2008-08-01,Amérique Centrale,Autre Amérique Centrale,2
2008-09-01,Amérique Centrale,Autre Amérique Centrale,5
2008-10-01,Amérique Centrale,Autre Amérique Centrale,3
2008-11-01,Amérique Centrale,Autre Amérique Centrale,8
2008-12-01,Amérique Centrale,Autre Amérique Centrale,7
2009-01-01,Amérique Centrale,Autre Amérique Centrale,4
2009-02-01,Amérique Centrale,Autre Amérique Centrale,25
2009-03-01,Amérique Centrale,Autre Amérique Centrale,17
2009-04-01,Amérique Centrale,Autre Amérique Centrale,3
2009-05-01,Amérique Centrale,Autre Amérique Centrale,9
2009-06-01,Amérique Centrale,Autre Amérique Centrale,1
2009-07-01,Amérique Centrale,Autre Amérique Centrale,8
2009-08-01,Amérique Centrale,Autre Amérique Centrale,17
2009-09-01,Amérique Centrale,Autre Amérique Centrale,3
2009-10-01,Amérique Centrale,Autre Amérique Centrale,29
2009-11-01,Amérique Centrale,Autre Amérique Centrale,7
2009-12-01,Amérique Centrale,Autre Amérique Centrale,12
2010-01-01,Amérique Centrale,Autre Amérique Centrale,13
2010-02-01,Amérique Centrale,Autre Amérique Centrale,16
2010-03-01,Amérique Centrale,Autre Amérique Centrale,8
2010-04-01,Amérique Centrale,Autre Amérique Centrale,6
2010-05-01,Amérique Centrale,Autre Amérique Centrale,3
2010-06-01,Amérique Centrale,Autre Amérique Centrale,3
2010-07-01,Amérique Centrale,Autre Amérique Centrale,16
2010-08-01,Amérique Centrale,Autre Amérique Centrale,7
2010-09-01,Amérique Centrale,Autre Amérique Centrale,16
2010-10-01,Amérique Centrale,Autre Amérique Centrale,13
2010-11-01,Amérique Centrale,Autre Amérique Centrale,11
2010-12-01,Amérique Centrale,Autre Amérique Centrale,22
2011-01-01,Amérique Centrale,Autre Amérique Centrale,13
2011-02-01,Amérique Centrale,Autre Amérique Centrale,11
2011-03-01,Amérique Centrale,Autre Amérique Centrale,9
2011-04-01,Amérique Centrale,Autre Amérique Centrale,9
2011-05-01,Amérique Centrale,Autre Amérique Centrale,13
2011-06-01,Amérique Centrale,Autre Amérique Centrale,13
2011-07-01,Amérique Centrale,Autre Amérique Centrale,15
2011-08-01,Amérique Centrale,Autre Amérique Centrale,7
2011-09-01,Amérique Centrale,Autre Amérique Centrale,12
2011-10-01,Amérique Centrale,Autre Amérique Centrale,10
2011-11-01,Amérique Centrale,Autre Amérique Centrale,16
2011-12-01,Amérique Centrale,Autre Amérique Centrale,9
2012-01-01,Amérique Centrale,Autre Amérique Centrale,27
2012-02-01,Amérique Centrale,Autre Amérique Centrale,7
2012-03-01,Amérique Centrale,Autre Amérique Centrale,17
2012-04-01,Amérique Centrale,Autre Amérique Centrale,26
2012-05-01,Amérique Centrale,Autre Amérique Centrale,22
2012-06-01,Amérique Centrale,Autre Amérique Centrale,8
2012-07-01,Amérique Centrale,Autre Amérique Centrale,9
2012-08-01,Amérique Centrale,Autre Amérique Centrale,11
2012-09-01,Amérique Centrale,Autre Amérique Centrale,9
2012-10-01,Amérique Centrale,Autre Amérique Centrale,10
2012-11-01,Amérique Centrale,Autre Amérique Centrale,13
2012-12-01,Amérique Centrale,Autre Amérique Centrale,16
2013-01-01,Amérique Centrale,Autre Amérique Centrale,11
2013-02-01,Amérique Centrale,Autre Amérique Centrale,24
2013-03-01,Amérique Centrale,Autre Amérique Centrale,10
2013-04-01,Amérique Centrale,Autre Amérique Centrale,10
2013-05-01,Amérique Centrale,Autre Amérique Centrale,14
2013-06-01,Amérique Centrale,Autre Amérique Centrale,14
2013-07-01,Amérique Centrale,Autre Amérique Centrale,5
2013-08-01,Amérique Centrale,Autre Amérique Centrale,2
2013-09-01,Amérique Centrale,Autre Amérique Centrale,2
2013-11-01,Amérique Centrale,Autre Amérique Centrale,2
2014-01-01,Amérique Centrale,Autre Amérique Centrale,6
2014-03-01,Amérique Centrale,Autre Amérique Centrale,4
2014-04-01,Amérique Centrale,Autre Amérique Centrale,1
2014-07-01,Amérique Centrale,Autre Amérique Centrale,1
2014-09-01,Amérique Centrale,Autre Amérique Centrale,2
2014-10-01,Amérique Centrale,Autre Amérique Centrale,11
2014-11-01,Amérique Centrale,Autre Amérique Centrale,15
2014-12-01,Amérique Centrale,Autre Amérique Centrale,10
2015-01-01,Amérique Centrale,Autre Amérique Centrale,12
2015-02-01,Amérique Centrale,Autre Amérique Centrale,1
2015-03-01,Amérique Centrale,Autre Amérique Centrale,3
2015-04-01,Amérique Centrale,Autre Amérique Centrale,6
2015-05-01,Amérique Centrale,Autre Amérique Centrale,2
2015-06-01,Amérique Centrale,Autre Amérique Centrale,10
2015-07-01,Amérique Centrale,Autre Amérique Centrale,2
2015-10-01,Amérique Centrale,Autre Amérique Centrale,4
2015-11-01,Amérique Centrale,Autre Amérique Centrale,1
2015-12-01,Amérique Centrale,Autre Amérique Centrale,5
2016-01-01,Amérique Centrale,Autre Amérique Centrale,17
2016-02-01,Amérique Centrale,Autre Amérique Centrale,9
2016-03-01,Amérique Centrale,Autre Amérique Centrale,23
2016-04-01,Amérique Centrale,Autre Amérique Centrale,19
2016-05-01,Amérique Centrale,Autre Amérique Centrale,17
2016-06-01,Amérique Centrale,Autre Amérique Centrale,12
2016-07-01,Amérique Centrale,Autre Amérique Centrale,24
2016-08-01,Amérique Centrale,Autre Amérique Centrale,10
2016-09-01,Amérique Centrale,Autre Amérique Centrale,10
2016-10-01,Amérique Centrale,Autre Amérique Centrale,6
2016-11-01,Amérique Centrale,Autre Amérique Centrale,17
2016-12-01,Amérique Centrale,Autre Amérique Centrale,14
2017-01-01,Amérique Centrale,Autre Amérique Centrale,14
2017-02-01,Amérique Centrale,Autre Amérique Centrale,11
2017-03-01,Amérique Centrale,Autre Amérique Centrale,17
2017-04-01,Amérique Centrale,Autre Amérique Centrale,16
2017-05-01,Amérique Centrale,Autre Amérique Centrale,18
2017-06-01,Amérique Centrale,Autre Amérique Centrale,27
2017-07-01,Amérique Centrale,Autre Amérique Centrale,21
2017-08-01,Amérique Centrale,Autre Amérique Centrale,9
2017-09-01,Amérique Centrale,Autre Amérique Centrale,15
2017-10-01,Amérique Centrale,Autre Amérique Centrale,25
2017-11-01,Amérique Centrale,Autre Amérique Centrale,9
2017-12-01,Amérique Centrale,Autre Amérique Centrale,24
2018-01-01,Amérique Centrale,Autre Amérique Centrale,9
2018-02-01,Amérique Centrale,Autre Amérique Centrale,25
2018-03-01,Amérique Centrale,Autre Amérique Centrale,29
2018-04-01,Amérique Centrale,Autre Amérique Centrale,9
2018-05-01,Amérique Centrale,Autre Amérique Centrale,25
2018-06-01,Amérique Centrale,Autre Amérique Centrale,33
2018-07-01,Amérique Centrale,Autre Amérique Centrale,22
2018-08-01,Amérique Centrale,Autre Amérique Centrale,6
2018-09-01,Amérique Centrale,Autre Amérique Centrale,14
2018-10-01,Amérique Centrale,Autre Amérique Centrale,38
2018-11-01,Amérique Centrale,Autre Amérique Centrale,23
2018-12-01,Amérique Centrale,Autre Amérique Centrale,21
2019-01-01,Amérique Centrale,Autre Amérique Centrale,38
2019-02-01,Amérique Centrale,Autre Amérique Centrale,20
2019-03-01,Amérique Centrale,Autre Amérique Centrale,14
2019-04-01,Amérique Centrale,Autre Amérique Centrale,27
2019-05-01,Amérique Centrale,Autre Amérique Centrale,23
2019-06-01,Amérique Centrale,Autre Amérique Centrale,22
2019-07-01,Amérique Centrale,Autre Amérique Centrale,44
2019-08-01,Amérique Centrale,Autre Amérique Centrale,9
2019-09-01,Amérique Centrale,Autre Amérique Centrale,21
2019-10-01,Amérique Centrale,Autre Amérique Centrale,17
2019-11-01,Amérique Centrale,Autre Amérique Centrale,19
2019-12-01,Amérique Centrale,Autre Amérique Centrale,19
2020-01-01,Amérique Centrale,Autre Amérique Centrale,13
2020-02-01,Amérique Centrale,Autre Amérique Centrale,11
2020-03-01,Amérique Centrale,Autre Amérique Centrale,10
2020-07-01,Amérique Centrale,Autre Amérique Centrale,1
2020-08-01,Amérique Centrale,Autre Amérique Centrale,7
2020-09-01,Amérique Centrale,Autre Amérique Centrale,4
2020-10-01,Amérique Centrale,Autre Amérique Centrale,7
2020-11-01,Amérique Centrale,Autre Amérique Centrale,4
2020-12-01,Amérique Centrale,Autre Amérique Centrale,12
2021-01-01,Amérique Centrale,Autre Amérique Centrale,6
2021-02-01,Amérique Centrale,Autre Amérique Centrale,3
2021-05-01,Amérique Centrale,Autre Amérique Centrale,2
2021-06-01,Amérique Centrale,Autre Amérique Centrale,8
2021-07-01,Amérique Centrale,Autre Amérique Centrale,8
2021-08-01,Amérique Centrale,Autre Amérique Centrale,4
2021-09-01,Amérique Centrale,Autre Amérique Centrale,4
2021-10-01,Amérique Centrale,Autre Amérique Centrale,3
2021-11-01,Amérique Centrale,Autre Amérique Centrale,14
2021-12-01,Amérique Centrale,Autre Amérique Centrale,9
2022-01-01,Amérique Centrale,Autre Amérique Centrale,4
2022-02-01,Amérique Centrale,Autre Amérique Centrale,10
2022-03-01,Amérique Centrale,Autre Amérique Centrale,22
2006-01-01,Amérique Centrale,Mexique,40
2006-02-01,Amérique Centrale,Mexique,120
2006-03-01,Amérique Centrale,Mexique,150
2006-04-01,Amérique Centrale,Mexique,166
2006-05-01,Amérique Centrale,Mexique,128
2006-06-01,Amérique Centrale,Mexique,63
2006-07-01,Amérique Centrale,Mexique,121
2006-08-01,Amérique Centrale,Mexique,51
2006-09-01,Amérique Centrale,Mexique,65
2006-10-01,Amérique Centrale,Mexique,146
2006-11-01,Amérique Centrale,Mexique,191
2006-12-01,Amérique Centrale,Mexique,222
2007-01-01,Amérique Centrale,Mexique,59
2007-02-01,Amérique Centrale,Mexique,89
2007-03-01,Amérique Centrale,Mexique,138
2007-04-01,Amérique Centrale,Mexique,176
2007-05-01,Amérique Centrale,Mexique,135
2007-06-01,Amérique Centrale,Mexique,108
2007-07-01,Amérique Centrale,Mexique,91
2007-08-01,Amérique Centrale,Mexique,53
2007-09-01,Amérique Centrale,Mexique,56
2007-10-01,Amérique Centrale,Mexique,182
2007-11-01,Amérique Centrale,Mexique,151
2007-12-01,Amérique Centrale,Mexique,135
2008-01-01,Amérique Centrale,Mexique,77
2008-02-01,Amérique Centrale,Mexique,111
2008-03-01,Amérique Centrale,Mexique,176
2008-04-01,Amérique Centrale,Mexique,153
2008-05-01,Amérique Centrale,Mexique,72
2008-06-01,Amérique Centrale,Mexique,89
2008-07-01,Amérique Centrale,Mexique,98
2008-08-01,Amérique Centrale,Mexique,33
2008-09-01,Amérique Centrale,Mexique,53
2008-10-01,Amérique Centrale,Mexique,107
2008-11-01,Amérique Centrale,Mexique,89
2008-12-01,Amérique Centrale,Mexique,142
2009-01-01,Amérique Centrale,Mexique,32
2009-02-01,Amérique Centrale,Mexique,45
2009-03-01,Amérique Centrale,Mexique,64
2009-04-01,Amérique Centrale,Mexique,69
2009-05-01,Amérique Centrale,Mexique,56
2009-06-01,Amérique Centrale,Mexique,64
2009-07-01,Amérique Centrale,Mexique,69
2009-08-01,Amérique Centrale,Mexique,25
2009-09-01,Amérique Centrale,Mexique,37
2009-10-01,Amérique Centrale,Mexique,69
2009-11-01,Amérique Centrale,Mexique,83
2009-12-01,Amérique Centrale,Mexique,132
2010-01-01,Amérique Centrale,Mexique,45
2010-02-01,Amérique Centrale,Mexique,38
2010-03-01,Amérique Centrale,Mexique,66
2010-04-01,Amérique Centrale,Mexique,67
2010-05-01,Amérique Centrale,Mexique,50
2010-06-01,Amérique Centrale,Mexique,32
2010-07-01,Amérique Centrale,Mexique,49
2010-08-01,Amérique Centrale,Mexique,43
2010-09-01,Amérique Centrale,Mexique,48
2010-10-01,Amérique Centrale,Mexique,112
2010-11-01,Amérique Centrale,Mexique,114
2010-12-01,Amérique Centrale,Mexique,150
2011-01-01,Amérique Centrale,Mexique,42
2011-02-01,Amérique Centrale,Mexique,70
2011-03-01,Amérique Centrale,Mexique,76
2011-04-01,Amérique Centrale,Mexique,109
2011-05-01,Amérique Centrale,Mexique,316
2011-06-01,Amérique Centrale,Mexique,91
2011-07-01,Amérique Centrale,Mexique,63
2011-08-01,Amérique Centrale,Mexique,24
2011-09-01,Amérique Centrale,Mexique,28
2011-10-01,Amérique Centrale,Mexique,56
2011-11-01,Amérique Centrale,Mexique,72
2011-12-01,Amérique Centrale,Mexique,86
2012-01-01,Amérique Centrale,Mexique,58
2012-02-01,Amérique Centrale,Mexique,75
2012-03-01,Amérique Centrale,Mexique,108
2012-04-01,Amérique Centrale,Mexique,115
2012-05-01,Amérique Centrale,Mexique,90
2012-06-01,Amérique Centrale,Mexique,56
2012-07-01,Amérique Centrale,Mexique,132
2012-08-01,Amérique Centrale,Mexique,50
2012-09-01,Amérique Centrale,Mexique,53
2012-10-01,Amérique Centrale,Mexique,87
2012-11-01,Amérique Centrale,Mexique,110
2012-12-01,Amérique Centrale,Mexique,133
2013-01-01,Amérique Centrale,Mexique,45
2013-02-01,Amérique Centrale,Mexique,35
2013-03-01,Amérique Centrale,Mexique,119
2013-04-01,Amérique Centrale,Mexique,65
2013-05-01,Amérique Centrale,Mexique,93
2013-06-01,Amérique Centrale,Mexique,80
2013-07-01,Amérique Centrale,Mexique,106
2013-08-01,Amérique Centrale,Mexique,33
2013-09-01,Amérique Centrale,Mexique,41
2013-10-01,Amérique Centrale,Mexique,67
2013-11-01,Amérique Centrale,Mexique,84
2013-12-01,Amérique Centrale,Mexique,116
2014-01-01,Amérique Centrale,Mexique,61
2014-02-01,Amérique Centrale,Mexique,73
2014-03-01,Amérique Centrale,Mexique,94
2014-04-01,Amérique Centrale,Mexique,159
2014-05-01,Amérique Centrale,Mexique,67
2014-06-01,Amérique Centrale,Mexique,44
2014-07-01,Amérique Centrale,Mexique,97
2014-08-01,Amérique Centrale,Mexique,29
2014-09-01,Amérique Centrale,Mexique,58
2014-10-01,Amérique Centrale,Mexique,75
2014-11-01,Amérique Centrale,Mexique,118
2014-12-01,Amérique Centrale,Mexique,135
2015-01-01,Amérique Centrale,Mexique,55
2015-02-01,Amérique Centrale,Mexique,70
2015-03-01,Amérique Centrale,Mexique,105
2015-04-01,Amérique Centrale,Mexique,63
2015-05-01,Amérique Centrale,Mexique,85
2015-06-01,Amérique Centrale,Mexique,44
2015-07-01,Amérique Centrale,Mexique,106
2015-08-01,Amérique Centrale,Mexique,72
2015-09-01,Amérique Centrale,Mexique,54
2015-10-01,Amérique Centrale,Mexique,149
2015-11-01,Amérique Centrale,Mexique,117
2015-12-01,Amérique Centrale,Mexique,141
2016-01-01,Amérique Centrale,Mexique,78
2016-02-01,Amérique Centrale,Mexique,53
2016-03-01,Amérique Centrale,Mexique,88
2016-04-01,Amérique Centrale,Mexique,73
2016-05-01,Amérique Centrale,Mexique,68
2016-06-01,Amérique Centrale,Mexique,73
2016-07-01,Amérique Centrale,Mexique,65
2016-08-01,Amérique Centrale,Mexique,38
2016-09-01,Amérique Centrale,Mexique,42
2016-10-01,Amérique Centrale,Mexique,84
2016-11-01,Amérique Centrale,Mexique,57
2016-12-01,Amérique Centrale,Mexique,155
2017-01-01,Amérique Centrale,Mexique,53
2017-02-01,Amérique Centrale,Mexique,56
2017-03-01,Amérique Centrale,Mexique,49
2017-04-01,Amérique Centrale,Mexique,102
2017-05-01,Amérique Centrale,Mexique,71
2017-06-01,Amérique Centrale,Mexique,69
2017-07-01,Amérique Centrale,Mexique,82
2017-08-01,Amérique Centrale,Mexique,31
2017-09-01,Amérique Centrale,Mexique,36
2017-10-01,Amérique Centrale,Mexique,60
2017-11-01,Amérique Centrale,Mexique,69
2017-12-01,Amérique Centrale,Mexique,87
2018-01-01,Amérique Centrale,Mexique,71
2018-02-01,Amérique Centrale,Mexique,69
2018-03-01,Amérique Centrale,Mexique,115
2018-04-01,Amérique Centrale,Mexique,41
2018-05-01,Amérique Centrale,Mexique,71
2018-06-01,Amérique Centrale,Mexique,41
2018-07-01,Amérique Centrale,Mexique,105
2018-08-01,Amérique Centrale,Mexique,54
2018-09-01,Amérique Centrale,Mexique,67
2018-10-01,Amérique Centrale,Mexique,66
2018-11-01,Amérique Centrale,Mexique,110
2018-12-01,Amérique Centrale,Mexique,120
2019-01-01,Amérique Centrale,Mexique,67
2019-02-01,Amérique Centrale,Mexique,55
2019-03-01,Amérique Centrale,Mexique,52
2019-04-01,Amérique Centrale,Mexique,93
2019-05-01,Amérique Centrale,Mexique,76
2019-06-01,Amérique Centrale,Mexique,57
2019-07-01,Amérique Centrale,Mexique,81
2019-08-01,Amérique Centrale,Mexique,56
2019-09-01,Amérique Centrale,Mexique,54
2019-10-01,Amérique Centrale,Mexique,93
2019-11-01,Amérique Centrale,Mexique,157
2019-12-01,Amérique Centrale,Mexique,120
2020-01-01,Amérique Centrale,Mexique,29
2020-02-01,Amérique Centrale,Mexique,41
2020-03-01,Amérique Centrale,Mexique,62
2020-07-01,Amérique Centrale,Mexique,7
2020-08-01,Amérique Centrale,Mexique,22
2020-09-01,Amérique Centrale,Mexique,16
2020-10-01,Amérique Centrale,Mexique,17
2020-11-01,Amérique Centrale,Mexique,32
2020-12-01,Amérique Centrale,Mexique,56
2021-01-01,Amérique Centrale,Mexique,5
2021-04-01,Amérique Centrale,Mexique,1
2021-05-01,Amérique Centrale,Mexique,1
2021-06-01,Amérique Centrale,Mexique,3
2021-07-01,Amérique Centrale,Mexique,3
2021-08-01,Amérique Centrale,Mexique,7
2021-09-01,Amérique Centrale,Mexique,10
2021-10-01,Amérique Centrale,Mexique,12
2021-11-01,Amérique Centrale,Mexique,7
2021-12-01,Amérique Centrale,Mexique,27
2022-01-01,Amérique Centrale,Mexique,4
2022-02-01,Amérique Centrale,Mexique,9
2022-03-01,Amérique Centrale,Mexique,73
2006-01-01,Amérique du Nord,Canada,594
2006-02-01,Amérique du Nord,Canada,783
2006-03-01,Amérique du Nord,Canada,780
2006-04-01,Amérique du Nord,Canada,599
2006-05-01,Amérique du Nord,Canada,670
2006-06-01,Amérique du Nord,Canada,263
2006-07-01,Amérique du Nord,Canada,373
2006-08-01,Amérique du Nord,Canada,381
2006-09-01,Amérique du Nord,Canada,444
2006-10-01,Amérique du Nord,Canada,571
2006-11-01,Amérique du Nord,Canada,631
2006-12-01,Amérique du Nord,Canada,657
2007-01-01,Amérique du Nord,Canada,712
2007-02-01,Amérique du Nord,Canada,923
2007-03-01,Amérique du Nord,Canada,779
2007-04-01,Amérique du Nord,Canada,519
2007-05-01,Amérique du Nord,Canada,566
