date,Region,PaysDiff,Touristes
2007-07-01,Europe (hors France),Autriche,55
2007-08-01,Europe (hors France),Autriche,71
2007-09-01,Europe (hors France),Autriche,98
2007-10-01,Europe (hors France),Autriche,85
2007-11-01,Europe (hors France),Autriche,171
2007-12-01,Europe (hors France),Autriche,86
2008-01-01,Europe (hors France),Autriche,59
2008-02-01,Europe (hors France),Autriche,105
2008-03-01,Europe (hors France),Autriche,89
2008-04-01,Europe (hors France),Autriche,112
2008-05-01,Europe (hors France),Autriche,134
2008-06-01,Europe (hors France),Autriche,32
2008-07-01,Europe (hors France),Autriche,71
2008-08-01,Europe (hors France),Autriche,63
2008-09-01,Europe (hors France),Autriche,40
2008-10-01,Europe (hors France),Autriche,167
2008-11-01,Europe (hors France),Autriche,75
2008-12-01,Europe (hors France),Autriche,51
2009-01-01,Europe (hors France),Autriche,83
2009-02-01,Europe (hors France),Autriche,89
2009-03-01,Europe (hors France),Autriche,113
2009-04-01,Europe (hors France),Autriche,89
2009-05-01,Europe (hors France),Autriche,53
2009-06-01,Europe (hors France),Autriche,52
2009-07-01,Europe (hors France),Autriche,73
2009-08-01,Europe (hors France),Autriche,54
2009-09-01,Europe (hors France),Autriche,118
2009-10-01,Europe (hors France),Autriche,108
2009-11-01,Europe (hors France),Autriche,76
2009-12-01,Europe (hors France),Autriche,91
2010-01-01,Europe (hors France),Autriche,68
2010-02-01,Europe (hors France),Autriche,73
2010-03-01,Europe (hors France),Autriche,35
2010-04-01,Europe (hors France),Autriche,32
2010-05-01,Europe (hors France),Autriche,25
2010-06-01,Europe (hors France),Autriche,37
2010-07-01,Europe (hors France),Autriche,79
2010-08-01,Europe (hors France),Autriche,83
2010-09-01,Europe (hors France),Autriche,69
2010-10-01,Europe (hors France),Autriche,154
2010-11-01,Europe (hors France),Autriche,55
2010-12-01,Europe (hors France),Autriche,47
2011-01-01,Europe (hors France),Autriche,81
2011-02-01,Europe (hors France),Autriche,48
2011-03-01,Europe (hors France),Autriche,53
2011-04-01,Europe (hors France),Autriche,66
2011-05-01,Europe (hors France),Autriche,36
2011-06-01,Europe (hors France),Autriche,38
2011-07-01,Europe (hors France),Autriche,85
2011-08-01,Europe (hors France),Autriche,53
2011-09-01,Europe (hors France),Autriche,77
2011-10-01,Europe (hors France),Autriche,67
2011-11-01,Europe (hors France),Autriche,33
2011-12-01,Europe (hors France),Autriche,51
2012-01-01,Europe (hors France),Autriche,37
2012-02-01,Europe (hors France),Autriche,39
2012-03-01,Europe (hors France),Autriche,49
2012-04-01,Europe (hors France),Autriche,47
2012-05-01,Europe (hors France),Autriche,32
2012-06-01,Europe (hors France),Autriche,41
2012-07-01,Europe (hors France),Autriche,70
2012-08-01,Europe (hors France),Autriche,68
2012-09-01,Europe (hors France),Autriche,23
2012-10-01,Europe (hors France),Autriche,85
2012-11-01,Europe (hors France),Autriche,53
2012-12-01,Europe (hors France),Autriche,75
2013-01-01,Europe (hors France),Autriche,81
2013-02-01,Europe (hors France),Autriche,42
2013-03-01,Europe (hors France),Autriche,40
2013-04-01,Europe (hors France),Autriche,39
2013-05-01,Europe (hors France),Autriche,45
2013-06-01,Europe (hors France),Autriche,37
2013-07-01,Europe (hors France),Autriche,35
2013-08-01,Europe (hors France),Autriche,28
2013-09-01,Europe (hors France),Autriche,67
2013-10-01,Europe (hors France),Autriche,76
2013-11-01,Europe (hors France),Autriche,48
2013-12-01,Europe (hors France),Autriche,39
2014-01-01,Europe (hors France),Autriche,64
2014-02-01,Europe (hors France),Autriche,72
2014-03-01,Europe (hors France),Autriche,42
2014-04-01,Europe (hors France),Autriche,40
2014-05-01,Europe (hors France),Autriche,56
2014-06-01,Europe (hors France),Autriche,15
2014-07-01,Europe (hors France),Autriche,91
2014-08-01,Europe (hors France),Autriche,30
2014-09-01,Europe (hors France),Autriche,78
2014-10-01,Europe (hors France),Autriche,80
2014-11-01,Europe (hors France),Autriche,70
2014-12-01,Europe (hors France),Autriche,102
2015-01-01,Europe (hors France),Autriche,50
2015-02-01,Europe (hors France),Autriche,42
2015-03-01,Europe (hors France),Autriche,47
2015-04-01,Europe (hors France),Autriche,49
2015-05-01,Europe (hors France),Autriche,54
2015-06-01,Europe (hors France),Autriche,39
2015-07-01,Europe (hors France),Autriche,37
2015-08-01,Europe (hors France),Autriche,41
2015-09-01,Europe (hors France),Autriche,57
2015-10-01,Europe (hors France),Autriche,97
2015-11-01,Europe (hors France),Autriche,54
2015-12-01,Europe (hors France),Autriche,32
2016-01-01,Europe (hors France),Autriche,41
2016-02-01,Europe (hors France),Autriche,62
2016-03-01,Europe (hors France),Autriche,37
2016-04-01,Europe (hors France),Autriche,51
2016-05-01,Europe (hors France),Autriche,50
2016-06-01,Europe (hors France),Autriche,14
2016-07-01,Europe (hors France),Autriche,32
2016-08-01,Europe (hors France),Autriche,54
2016-09-01,Europe (hors France),Autriche,46
2016-10-01,Europe (hors France),Autriche,118
2016-11-01,Europe (hors France),Autriche,73
2016-12-01,Europe (hors France),Autriche,44
2017-01-01,Europe (hors France),Autriche,44
2017-02-01,Europe (hors France),Autriche,50
2017-03-01,Europe (hors France),Autriche,45
2017-04-01,Europe (hors France),Autriche,42
2017-05-01,Europe (hors France),Autriche,55
2017-06-01,Europe (hors France),Autriche,29
2017-07-01,Europe (hors France),Autriche,65
2017-08-01,Europe (hors France),Autriche,52
2017-09-01,Europe (hors France),Autriche,43
2017-10-01,Europe (hors France),Autriche,96
2017-11-01,Europe (hors France),Autriche,45
2017-12-01,Europe (hors France),Autriche,35
2018-01-01,Europe (hors France),Autriche,72
2018-02-01,Europe (hors France),Autriche,42
2018-03-01,Europe (hors France),Autriche,63
2018-04-01,Europe (hors France),Autriche,64
2018-05-01,Europe (hors France),Autriche,52
2018-06-01,Europe (hors France),Autriche,34
2018-07-01,Europe (hors France),Autriche,74
2018-08-01,Europe (hors France),Autriche,66
2018-09-01,Europe (hors France),Autriche,68
2018-10-01,Europe (hors France),Autriche,108
2018-11-01,Europe (hors France),Autriche,82
2018-12-01,Europe (hors France),Autriche,50
2019-01-01,Europe (hors France),Autriche,79
2019-02-01,Europe (hors France),Autriche,72
2019-03-01,Europe (hors France),Autriche,47
2019-04-01,Europe (hors France),Autriche,40
2019-05-01,Europe (hors France),Autriche,52
2019-06-01,Europe (hors France),Autriche,44
2019-07-01,Europe (hors France),Autriche,94
2019-08-01,Europe (hors France),Autriche,67
2019-09-01,Europe (hors France),Autriche,69
2019-10-01,Europe (hors France),Autriche,110
2019-11-01,Europe (hors France),Autriche,95
2019-12-01,Europe (hors France),Autriche,49
2020-01-01,Europe (hors France),Autriche,34
2020-02-01,Europe (hors France),Autriche,45
2020-03-01,Europe (hors France),Autriche,28
2020-07-01,Europe (hors France),Autriche,9
2020-08-01,Europe (hors France),Autriche,8
2020-09-01,Europe (hors France),Autriche,11
2020-10-01,Europe (hors France),Autriche,13
2020-11-01,Europe (hors France),Autriche,9
2020-12-01,Europe (hors France),Autriche,7
2021-02-01,Europe (hors France),Autriche,4
2021-06-01,Europe (hors France),Autriche,9
2021-07-01,Europe (hors France),Autriche,17
2021-08-01,Europe (hors France),Autriche,14
2021-09-01,Europe (hors France),Autriche,15
2021-10-01,Europe (hors France),Autriche,22
2021-11-01,Europe (hors France),Autriche,12
2021-12-01,Europe (hors France),Autriche,15
2022-01-01,Europe (hors France),Autriche,18
2022-02-01,Europe (hors France),Autriche,11
2022-03-01,Europe (hors France),Autriche,25
2006-01-01,Europe (hors France),Belgique,55
2006-02-01,Europe (hors France),Belgique,54
2006-03-01,Europe (hors France),Belgique,67
2006-04-01,Europe (hors France),Belgique,90
2006-05-01,Europe (hors France),Belgique,77
2006-06-01,Europe (hors France),Belgique,92
2006-07-01,Europe (hors France),Belgique,146
2006-08-01,Europe (hors France),Belgique,126
2006-09-01,Europe (hors France),Belgique,131
2006-10-01,Europe (hors France),Belgique,114
2006-11-01,Europe (hors France),Belgique,105
2006-12-01,Europe (hors France),Belgique,95
2007-01-01,Europe (hors France),Belgique,66
2007-02-01,Europe (hors France),Belgique,83
2007-03-01,Europe (hors France),Belgique,76
2007-04-01,Europe (hors France),Belgique,87
2007-05-01,Europe (hors France),Belgique,63
2007-06-01,Europe (hors France),Belgique,87
2007-07-01,Europe (hors France),Belgique,127
2007-08-01,Europe (hors France),Belgique,58
2007-09-01,Europe (hors France),Belgique,90
2007-10-01,Europe (hors France),Belgique,111
2007-11-01,Europe (hors France),Belgique,97
2007-12-01,Europe (hors France),Belgique,62
2008-01-01,Europe (hors France),Belgique,73
2008-02-01,Europe (hors France),Belgique,66
2008-03-01,Europe (hors France),Belgique,106
2008-04-01,Europe (hors France),Belgique,85
2008-05-01,Europe (hors France),Belgique,107
2008-06-01,Europe (hors France),Belgique,81
2008-07-01,Europe (hors France),Belgique,169
2008-08-01,Europe (hors France),Belgique,83
2008-09-01,Europe (hors France),Belgique,759
2008-10-01,Europe (hors France),Belgique,243
2008-11-01,Europe (hors France),Belgique,186
2008-12-01,Europe (hors France),Belgique,67
2009-01-01,Europe (hors France),Belgique,32
2009-02-01,Europe (hors France),Belgique,75
2009-03-01,Europe (hors France),Belgique,77
2009-04-01,Europe (hors France),Belgique,61
2009-05-01,Europe (hors France),Belgique,116
2009-06-01,Europe (hors France),Belgique,60
2009-07-01,Europe (hors France),Belgique,97
2009-08-01,Europe (hors France),Belgique,87
2009-09-01,Europe (hors France),Belgique,134
2009-10-01,Europe (hors France),Belgique,115
2009-11-01,Europe (hors France),Belgique,62
2009-12-01,Europe (hors France),Belgique,79
2010-01-01,Europe (hors France),Belgique,38
2010-02-01,Europe (hors France),Belgique,43
2010-03-01,Europe (hors France),Belgique,66
2010-04-01,Europe (hors France),Belgique,67
2010-05-01,Europe (hors France),Belgique,71
2010-06-01,Europe (hors France),Belgique,56
2010-07-01,Europe (hors France),Belgique,103
2010-08-01,Europe (hors France),Belgique,76
2010-09-01,Europe (hors France),Belgique,81
2010-10-01,Europe (hors France),Belgique,86
2010-11-01,Europe (hors France),Belgique,49
2010-12-01,Europe (hors France),Belgique,60
2011-01-01,Europe (hors France),Belgique,62
2011-02-01,Europe (hors France),Belgique,48
2011-03-01,Europe (hors France),Belgique,60
2011-04-01,Europe (hors France),Belgique,105
2011-05-01,Europe (hors France),Belgique,95
2011-06-01,Europe (hors France),Belgique,63
2011-07-01,Europe (hors France),Belgique,109
2011-08-01,Europe (hors France),Belgique,55
2011-09-01,Europe (hors France),Belgique,81
2011-10-01,Europe (hors France),Belgique,79
2011-11-01,Europe (hors France),Belgique,40
2011-12-01,Europe (hors France),Belgique,55
2012-01-01,Europe (hors France),Belgique,33
2012-02-01,Europe (hors France),Belgique,45
2012-03-01,Europe (hors France),Belgique,60
2012-04-01,Europe (hors France),Belgique,77
2012-05-01,Europe (hors France),Belgique,50
2012-06-01,Europe (hors France),Belgique,73
2012-07-01,Europe (hors France),Belgique,131
2012-08-01,Europe (hors France),Belgique,90
2012-09-01,Europe (hors France),Belgique,94
2012-10-01,Europe (hors France),Belgique,83
2012-11-01,Europe (hors France),Belgique,89
2012-12-01,Europe (hors France),Belgique,57
2013-01-01,Europe (hors France),Belgique,48
2013-02-01,Europe (hors France),Belgique,42
2013-03-01,Europe (hors France),Belgique,33
2013-04-01,Europe (hors France),Belgique,63
2013-05-01,Europe (hors France),Belgique,82
2013-06-01,Europe (hors France),Belgique,108
2013-07-01,Europe (hors France),Belgique,97
2013-08-01,Europe (hors France),Belgique,66
2013-09-01,Europe (hors France),Belgique,89
2013-10-01,Europe (hors France),Belgique,88
2013-11-01,Europe (hors France),Belgique,83
2013-12-01,Europe (hors France),Belgique,59
2014-01-01,Europe (hors France),Belgique,39
2014-02-01,Europe (hors France),Belgique,52
2014-03-01,Europe (hors France),Belgique,73
2014-04-01,Europe (hors France),Belgique,93
2014-05-01,Europe (hors France),Belgique,77
2014-06-01,Europe (hors France),Belgique,98
2014-07-01,Europe (hors France),Belgique,149
2014-08-01,Europe (hors France),Belgique,80
2014-09-01,Europe (hors France),Belgique,116
2014-10-01,Europe (hors France),Belgique,119
2014-11-01,Europe (hors France),Belgique,55
2014-12-01,Europe (hors France),Belgique,46
2015-01-01,Europe (hors France),Belgique,31
2015-02-01,Europe (hors France),Belgique,39
2015-03-01,Europe (hors France),Belgique,54
2015-04-01,Europe (hors France),Belgique,66
2015-05-01,Europe (hors France),Belgique,85
2015-06-01,Europe (hors France),Belgique,79
2015-07-01,Europe (hors France),Belgique,157
2015-08-01,Europe (hors France),Belgique,88
2015-09-01,Europe (hors France),Belgique,144
2015-10-01,Europe (hors France),Belgique,75
2015-11-01,Europe (hors France),Belgique,69
2015-12-01,Europe (hors France),Belgique,36
2016-01-01,Europe (hors France),Belgique,42
2016-02-01,Europe (hors France),Belgique,47
2016-03-01,Europe (hors France),Belgique,48
2016-04-01,Europe (hors France),Belgique,57
2016-05-01,Europe (hors France),Belgique,87
2016-06-01,Europe (hors France),Belgique,71
2016-07-01,Europe (hors France),Belgique,185
2016-08-01,Europe (hors France),Belgique,96
2016-09-01,Europe (hors France),Belgique,132
2016-10-01,Europe (hors France),Belgique,99
2016-11-01,Europe (hors France),Belgique,62
2016-12-01,Europe (hors France),Belgique,65
2017-01-01,Europe (hors France),Belgique,38
2017-02-01,Europe (hors France),Belgique,37
2017-03-01,Europe (hors France),Belgique,69
2017-04-01,Europe (hors France),Belgique,69
2017-05-01,Europe (hors France),Belgique,110
2017-06-01,Europe (hors France),Belgique,90
2017-07-01,Europe (hors France),Belgique,169
2017-08-01,Europe (hors France),Belgique,122
2017-09-01,Europe (hors France),Belgique,153
2017-10-01,Europe (hors France),Belgique,114
2017-11-01,Europe (hors France),Belgique,50
2017-12-01,Europe (hors France),Belgique,71
2018-01-01,Europe (hors France),Belgique,36
2018-02-01,Europe (hors France),Belgique,37
2018-03-01,Europe (hors France),Belgique,84
2018-04-01,Europe (hors France),Belgique,85
2018-05-01,Europe (hors France),Belgique,98
2018-06-01,Europe (hors France),Belgique,100
2018-07-01,Europe (hors France),Belgique,237
2018-08-01,Europe (hors France),Belgique,121
2018-09-01,Europe (hors France),Belgique,158
2018-10-01,Europe (hors France),Belgique,161
2018-11-01,Europe (hors France),Belgique,79
2018-12-01,Europe (hors France),Belgique,47
2019-01-01,Europe (hors France),Belgique,35
2019-02-01,Europe (hors France),Belgique,100
2019-03-01,Europe (hors France),Belgique,81
2019-04-01,Europe (hors France),Belgique,158
2019-05-01,Europe (hors France),Belgique,93
2019-06-01,Europe (hors France),Belgique,174
2019-07-01,Europe (hors France),Belgique,230
2019-08-01,Europe (hors France),Belgique,133
2019-09-01,Europe (hors France),Belgique,206
2019-10-01,Europe (hors France),Belgique,127
2019-11-01,Europe (hors France),Belgique,97
2019-12-01,Europe (hors France),Belgique,68
2020-01-01,Europe (hors France),Belgique,63
2020-02-01,Europe (hors France),Belgique,59
2020-03-01,Europe (hors France),Belgique,23
2020-07-01,Europe (hors France),Belgique,54
2020-08-01,Europe (hors France),Belgique,90
2020-09-01,Europe (hors France),Belgique,96
2020-10-01,Europe (hors France),Belgique,79
2020-11-01,Europe (hors France),Belgique,8
2020-12-01,Europe (hors France),Belgique,38
2021-01-01,Europe (hors France),Belgique,33
2021-02-01,Europe (hors France),Belgique,3
2021-03-01,Europe (hors France),Belgique,4
2021-04-01,Europe (hors France),Belgique,5
2021-05-01,Europe (hors France),Belgique,3
2021-06-01,Europe (hors France),Belgique,42
2021-07-01,Europe (hors France),Belgique,118
2021-08-01,Europe (hors France),Belgique,82
2021-09-01,Europe (hors France),Belgique,49
2021-10-01,Europe (hors France),Belgique,94
2021-11-01,Europe (hors France),Belgique,41
2021-12-01,Europe (hors France),Belgique,47
2022-01-01,Europe (hors France),Belgique,32
2022-02-01,Europe (hors France),Belgique,44
2022-03-01,Europe (hors France),Belgique,54
2006-01-01,Europe (hors France),Danemark,17
2006-02-01,Europe (hors France),Danemark,18
2006-03-01,Europe (hors France),Danemark,12
2006-04-01,Europe (hors France),Danemark,23
2006-05-01,Europe (hors France),Danemark,16
2006-06-01,Europe (hors France),Danemark,18
2006-07-01,Europe (hors France),Danemark,12
2006-08-01,Europe (hors France),Danemark,6
2006-09-01,Europe (hors France),Danemark,33
2006-10-01,Europe (hors France),Danemark,38
2006-11-01,Europe (hors France),Danemark,13
2006-12-01,Europe (hors France),Danemark,23
2007-01-01,Europe (hors France),Danemark,29
2007-02-01,Europe (hors France),Danemark,29
2007-03-01,Europe (hors France),Danemark,17
2007-04-01,Europe (hors France),Danemark,8
2007-05-01,Europe (hors France),Danemark,10
2007-06-01,Europe (hors France),Danemark,8
2007-07-01,Europe (hors France),Danemark,36
2007-08-01,Europe (hors France),Danemark,4
2007-09-01,Europe (hors France),Danemark,21
2007-10-01,Europe (hors France),Danemark,26
2007-11-01,Europe (hors France),Danemark,21
2007-12-01,Europe (hors France),Danemark,16
2008-01-01,Europe (hors France),Danemark,20
2008-02-01,Europe (hors France),Danemark,19
2008-03-01,Europe (hors France),Danemark,32
2008-04-01,Europe (hors France),Danemark,18
2008-05-01,Europe (hors France),Danemark,19
2008-06-01,Europe (hors France),Danemark,11
2008-07-01,Europe (hors France),Danemark,32
2008-08-01,Europe (hors France),Danemark,14
2008-09-01,Europe (hors France),Danemark,23
2008-10-01,Europe (hors France),Danemark,37
2008-11-01,Europe (hors France),Danemark,17
2008-12-01,Europe (hors France),Danemark,17
2009-01-01,Europe (hors France),Danemark,60
2009-02-01,Europe (hors France),Danemark,25
2009-03-01,Europe (hors France),Danemark,16
2009-04-01,Europe (hors France),Danemark,12
2009-05-01,Europe (hors France),Danemark,11
2009-06-01,Europe (hors France),Danemark,9
2009-07-01,Europe (hors France),Danemark,11
2009-08-01,Europe (hors France),Danemark,13
2009-09-01,Europe (hors France),Danemark,26
2009-10-01,Europe (hors France),Danemark,16
2009-11-01,Europe (hors France),Danemark,18
2009-12-01,Europe (hors France),Danemark,11
2010-01-01,Europe (hors France),Danemark,16
2010-02-01,Europe (hors France),Danemark,17
2010-03-01,Europe (hors France),Danemark,18
2010-04-01,Europe (hors France),Danemark,9
2010-05-01,Europe (hors France),Danemark,18
2010-06-01,Europe (hors France),Danemark,15
2010-07-01,Europe (hors France),Danemark,53
2010-08-01,Europe (hors France),Danemark,12
2010-09-01,Europe (hors France),Danemark,19
2010-10-01,Europe (hors France),Danemark,43
2010-11-01,Europe (hors France),Danemark,9
2010-12-01,Europe (hors France),Danemark,7
2011-01-01,Europe (hors France),Danemark,10
2011-02-01,Europe (hors France),Danemark,29
2011-03-01,Europe (hors France),Danemark,14
2011-04-01,Europe (hors France),Danemark,18
2011-05-01,Europe (hors France),Danemark,11
2011-06-01,Europe (hors France),Danemark,7
2011-07-01,Europe (hors France),Danemark,19
2011-08-01,Europe (hors France),Danemark,10
2011-09-01,Europe (hors France),Danemark,15
2011-10-01,Europe (hors France),Danemark,15
2011-11-01,Europe (hors France),Danemark,8
2011-12-01,Europe (hors France),Danemark,6
2012-01-01,Europe (hors France),Danemark,24
2012-02-01,Europe (hors France),Danemark,7
2012-03-01,Europe (hors France),Danemark,25
2012-04-01,Europe (hors France),Danemark,11
2012-05-01,Europe (hors France),Danemark,17
2012-06-01,Europe (hors France),Danemark,14
2012-07-01,Europe (hors France),Danemark,41
2012-08-01,Europe (hors France),Danemark,6
2012-09-01,Europe (hors France),Danemark,12
2012-10-01,Europe (hors France),Danemark,19
2012-11-01,Europe (hors France),Danemark,12
2012-12-01,Europe (hors France),Danemark,9
2013-01-01,Europe (hors France),Danemark,6
2013-02-01,Europe (hors France),Danemark,15
2013-03-01,Europe (hors France),Danemark,29
2013-04-01,Europe (hors France),Danemark,6
2013-05-01,Europe (hors France),Danemark,14
2013-06-01,Europe (hors France),Danemark,5
2013-07-01,Europe (hors France),Danemark,17
2013-08-01,Europe (hors France),Danemark,10
2013-09-01,Europe (hors France),Danemark,13
2013-10-01,Europe (hors France),Danemark,16
2013-11-01,Europe (hors France),Danemark,17
2013-12-01,Europe (hors France),Danemark,8
2014-01-01,Europe (hors France),Danemark,21
2014-02-01,Europe (hors France),Danemark,13
2014-03-01,Europe (hors France),Danemark,18
2014-04-01,Europe (hors France),Danemark,13
2014-05-01,Europe (hors France),Danemark,14
2014-06-01,Europe (hors France),Danemark,26
2014-07-01,Europe (hors France),Danemark,17
2014-08-01,Europe (hors France),Danemark,9
2014-09-01,Europe (hors France),Danemark,7
2014-10-01,Europe (hors France),Danemark,31
2014-11-01,Europe (hors France),Danemark,26
2014-12-01,Europe (hors France),Danemark,21
2015-01-01,Europe (hors France),Danemark,15
2015-02-01,Europe (hors France),Danemark,7
2015-03-01,Europe (hors France),Danemark,33
2015-04-01,Europe (hors France),Danemark,24
2015-05-01,Europe (hors France),Danemark,12
2015-06-01,Europe (hors France),Danemark,20
2015-07-01,Europe (hors France),Danemark,27
2015-08-01,Europe (hors France),Danemark,16
2015-09-01,Europe (hors France),Danemark,15
2015-10-01,Europe (hors France),Danemark,28
2015-11-01,Europe (hors France),Danemark,20
2015-12-01,Europe (hors France),Danemark,10
2016-01-01,Europe (hors France),Danemark,16
2016-02-01,Europe (hors France),Danemark,24
2016-03-01,Europe (hors France),Danemark,16
2016-04-01,Europe (hors France),Danemark,22
2016-05-01,Europe (hors France),Danemark,6
2016-06-01,Europe (hors France),Danemark,10
2016-07-01,Europe (hors France),Danemark,55
2016-08-01,Europe (hors France),Danemark,20
2016-09-01,Europe (hors France),Danemark,24
2016-10-01,Europe (hors France),Danemark,43
2016-11-01,Europe (hors France),Danemark,26
2016-12-01,Europe (hors France),Danemark,20
2017-01-01,Europe (hors France),Danemark,18
2017-02-01,Europe (hors France),Danemark,22
2017-03-01,Europe (hors France),Danemark,22
2017-04-01,Europe (hors France),Danemark,10
2017-05-01,Europe (hors France),Danemark,17
2017-06-01,Europe (hors France),Danemark,22
2017-07-01,Europe (hors France),Danemark,71
2017-08-01,Europe (hors France),Danemark,15
2017-09-01,Europe (hors France),Danemark,45
2017-10-01,Europe (hors France),Danemark,38
2017-11-01,Europe (hors France),Danemark,15
2017-12-01,Europe (hors France),Danemark,23
2018-01-01,Europe (hors France),Danemark,36
2018-02-01,Europe (hors France),Danemark,43
2018-03-01,Europe (hors France),Danemark,37
2018-04-01,Europe (hors France),Danemark,17
2018-05-01,Europe (hors France),Danemark,35
2018-06-01,Europe (hors France),Danemark,45
2018-07-01,Europe (hors France),Danemark,65
2018-08-01,Europe (hors France),Danemark,42
2018-09-01,Europe (hors France),Danemark,50
2018-10-01,Europe (hors France),Danemark,51
2018-11-01,Europe (hors France),Danemark,35
2018-12-01,Europe (hors France),Danemark,53
2019-01-01,Europe (hors France),Danemark,44
2019-02-01,Europe (hors France),Danemark,37
2019-03-01,Europe (hors France),Danemark,58
2019-04-01,Europe (hors France),Danemark,57
2019-05-01,Europe (hors France),Danemark,32
2019-06-01,Europe (hors France),Danemark,39
2019-07-01,Europe (hors France),Danemark,70
2019-08-01,Europe (hors France),Danemark,35
2019-09-01,Europe (hors France),Danemark,41
2019-10-01,Europe (hors France),Danemark,43
2019-11-01,Europe (hors France),Danemark,80
2019-12-01,Europe (hors France),Danemark,33
2020-01-01,Europe (hors France),Danemark,61
2020-02-01,Europe (hors France),Danemark,52
2020-03-01,Europe (hors France),Danemark,14
2020-07-01,Europe (hors France),Danemark,2
2020-08-01,Europe (hors France),Danemark,14
2020-09-01,Europe (hors France),Danemark,9
2020-10-01,Europe (hors France),Danemark,37
2020-11-01,Europe (hors France),Danemark,2
2020-12-01,Europe (hors France),Danemark,17
2021-01-01,Europe (hors France),Danemark,38
2021-02-01,Europe (hors France),Danemark,4
2021-03-01,Europe (hors France),Danemark,1
2021-05-01,Europe (hors France),Danemark,1
2021-06-01,Europe (hors France),Danemark,6
2021-07-01,Europe (hors France),Danemark,36
2021-08-01,Europe (hors France),Danemark,50
2021-09-01,Europe (hors France),Danemark,26
2021-10-01,Europe (hors France),Danemark,50
2021-11-01,Europe (hors France),Danemark,18
2021-12-01,Europe (hors France),Danemark,56
2022-01-01,Europe (hors France),Danemark,51
2022-02-01,Europe (hors France),Danemark,61
2022-03-01,Europe (hors France),Danemark,60
2006-01-01,Europe (hors France),Espagne,108
2006-02-01,Europe (hors France),Espagne,151
2006-03-01,Europe (hors France),Espagne,337
2006-04-01,Europe (hors France),Espagne,293
2006-05-01,Europe (hors France),Espagne,404
2006-06-01,Europe (hors France),Espagne,440
2006-07-01,Europe (hors France),Espagne,637
2006-08-01,Europe (hors France),Espagne,756
2006-09-01,Europe (hors France),Espagne,703
2006-10-01,Europe (hors France),Espagne,629
2006-11-01,Europe (hors France),Espagne,405
2006-12-01,Europe (hors France),Espagne,302
2007-01-01,Europe (hors France),Espagne,111
2007-02-01,Europe (hors France),Espagne,199
2007-03-01,Europe (hors France),Espagne,287
2007-04-01,Europe (hors France),Espagne,387
2007-05-01,Europe (hors France),Espagne,451
2007-06-01,Europe (hors France),Espagne,650
2007-07-01,Europe (hors France),Espagne,880
2007-08-01,Europe (hors France),Espagne,1186
2007-09-01,Europe (hors France),Espagne,765
2007-10-01,Europe (hors France),Espagne,666
2007-11-01,Europe (hors France),Espagne,464
2007-12-01,Europe (hors France),Espagne,246
2008-01-01,Europe (hors France),Espagne,149
2008-02-01,Europe (hors France),Espagne,170
2008-03-01,Europe (hors France),Espagne,257
2008-04-01,Europe (hors France),Espagne,284
2008-05-01,Europe (hors France),Espagne,567
2008-06-01,Europe (hors France),Espagne,695
2008-07-01,Europe (hors France),Espagne,830
2008-08-01,Europe (hors France),Espagne,1001
2008-09-01,Europe (hors France),Espagne,740
2008-10-01,Europe (hors France),Espagne,677
2008-11-01,Europe (hors France),Espagne,350
2008-12-01,Europe (hors France),Espagne,240
2009-01-01,Europe (hors France),Espagne,118
2009-02-01,Europe (hors France),Espagne,134
2009-03-01,Europe (hors France),Espagne,166
2009-04-01,Europe (hors France),Espagne,236
2009-05-01,Europe (hors France),Espagne,349
2009-06-01,Europe (hors France),Espagne,483
2009-07-01,Europe (hors France),Espagne,644
2009-08-01,Europe (hors France),Espagne,729
2009-09-01,Europe (hors France),Espagne,670
2009-10-01,Europe (hors France),Espagne,603
2009-11-01,Europe (hors France),Espagne,248
2009-12-01,Europe (hors France),Espagne,174
2010-01-01,Europe (hors France),Espagne,111
2010-02-01,Europe (hors France),Espagne,80
2010-03-01,Europe (hors France),Espagne,173
2010-04-01,Europe (hors France),Espagne,197
2010-05-01,Europe (hors France),Espagne,322
2010-06-01,Europe (hors France),Espagne,404
2010-07-01,Europe (hors France),Espagne,625
2010-08-01,Europe (hors France),Espagne,691
2010-09-01,Europe (hors France),Espagne,532
2010-10-01,Europe (hors France),Espagne,530
2010-11-01,Europe (hors France),Espagne,268
2010-12-01,Europe (hors France),Espagne,171
2011-01-01,Europe (hors France),Espagne,75
2011-02-01,Europe (hors France),Espagne,63
2011-03-01,Europe (hors France),Espagne,99
2011-04-01,Europe (hors France),Espagne,163
2011-05-01,Europe (hors France),Espagne,256
2011-06-01,Europe (hors France),Espagne,441
2011-07-01,Europe (hors France),Espagne,533
2011-08-01,Europe (hors France),Espagne,578
2011-09-01,Europe (hors France),Espagne,504
2011-10-01,Europe (hors France),Espagne,351
2011-11-01,Europe (hors France),Espagne,256
2011-12-01,Europe (hors France),Espagne,156
2012-01-01,Europe (hors France),Espagne,84
2012-02-01,Europe (hors France),Espagne,43
2012-03-01,Europe (hors France),Espagne,161
2012-04-01,Europe (hors France),Espagne,155
2012-05-01,Europe (hors France),Espagne,217
2012-06-01,Europe (hors France),Espagne,333
2012-07-01,Europe (hors France),Espagne,482
2012-08-01,Europe (hors France),Espagne,434
2012-09-01,Europe (hors France),Espagne,393
2012-10-01,Europe (hors France),Espagne,373
