Year;Site;Habitat;siteID;Taxonomy;Family;value
2006;1;Récif intérieur;1_BA;Abudefduf septemfasciatus;Pomacentridae;105,1
2006;1;Récif intérieur;1_BA;Abudefduf sexfasciatus;Pomacentridae;579,76
2006;1;Récif intérieur;1_BA;Acanthurus nigricans;Acanthuridae;57,38
2006;1;Récif intérieur;1_BA;Acanthurus nigrofuscus;Acanthuridae;1865,44
2006;1;Récif intérieur;1_BA;Acanthurus triostegus;Acanthuridae;11689,77
2006;1;Récif intérieur;1_BA;Anampses twistii;Labridae;14
2006;1;Récif intérieur;1_BA;Arothron meleagris;Tetraodontidae;399,9
2006;1;Récif intérieur;1_BA;Balistapus undulatus;Balistidae;19,5
2006;1;Récif intérieur;1_BA;Cantherhines dumerilii;Monacanthidae;25,1
2006;1;Récif intérieur;1_BA;Canthigaster solandri;Tetraodontidae;9,85
2006;1;Récif intérieur;1_BA;Caracanthus maculatus;Caracanthidae;18,33
2006;1;Récif intérieur;1_BA;Carcharhinus melanopterus;Carcharhinidae;4996,7
2006;1;Récif intérieur;1_BA;Centropyge bispinosa;Pomacanthidae;35,69
2006;1;Récif intérieur;1_BA;Centropyge flavissima;Pomacanthidae;266,19
2006;1;Récif intérieur;1_BA;Cephalopholis argus;Serranidae;199,6
2006;1;Récif intérieur;1_BA;Chaetodon citrinellus;Chaetodontidae;450,86
2006;1;Récif intérieur;1_BA;Chaetodon ornatissimus;Chaetodontidae;204,71
2006;1;Récif intérieur;1_BA;Chaetodon reticulatus;Chaetodontidae;323,2
2006;1;Récif intérieur;1_BA;Chaetodon trichrous;Chaetodontidae;98
2006;1;Récif intérieur;1_BA;Chaetodon unimaculatus;Chaetodontidae;122,02
2006;1;Récif intérieur;1_BA;Cheilinus chlorourus;Labridae;56,25
2006;1;Récif intérieur;1_BA;Cheilinus trilobatus;Labridae;202,2
2006;1;Récif intérieur;1_BA;Cheilio inermis;Labridae;124,9
2006;1;Récif intérieur;1_BA;Chlorurus spilurus;Scaridae;2569,05
2006;1;Récif intérieur;1_BA;Chromis iomelas;Pomacentridae;1,55
2006;1;Récif intérieur;1_BA;Chromis margaritifer;Pomacentridae;7,91
2006;1;Récif intérieur;1_BA;Chromis viridis;Pomacentridae;3,88
2006;1;Récif intérieur;1_BA;Chrysiptera brownriggii;Pomacentridae;24,29
2006;1;Récif intérieur;1_BA;Coris aygula;Labridae;67,1
2006;1;Récif intérieur;1_BA;Ctenochaetus binotatus;Acanthuridae;116,5
2006;1;Récif intérieur;1_BA;Ctenochaetus striatus;Acanthuridae;10742,64
2006;1;Récif intérieur;1_BA;Dascyllus flavicaudus;Pomacentridae;47,35
2006;1;Récif intérieur;1_BA;Diodon hystrix;Diodontidae;552,3
2006;1;Récif intérieur;1_BA;Epinephelus merra;Serranidae;111,8
2006;1;Récif intérieur;1_BA;Fistularia commersonii;Fistulariidae;341,8
2006;1;Récif intérieur;1_BA;Forcipiger flavissimus;Chaetodontidae;116,5
2006;1;Récif intérieur;1_BA;Forcipiger longirostris;Chaetodontidae;29,6
2006;1;Récif intérieur;1_BA;Gnathodentex aureolineatus;Lethrinidae;141,8
2006;1;Récif intérieur;1_BA;Gnatholepis anjerensis;Gobiidae;20,97
2006;1;Récif intérieur;1_BA;Gomphosus varius;Labridae;20,1
2006;1;Récif intérieur;1_BA;Halichoeres claudia;Labridae;8,58
2006;1;Récif intérieur;1_BA;Halichoeres hortulanus;Labridae;396,51
2006;1;Récif intérieur;1_BA;Halichoeres margaritaceus;Labridae;16,88
2006;1;Récif intérieur;1_BA;Halichoeres trimaculatus;Labridae;9,01
2006;1;Récif intérieur;1_BA;Heniochus chrysostomus;Chaetodontidae;40,2
2006;1;Récif intérieur;1_BA;Melichthys vidua;Balistidae;500,5
2006;1;Récif intérieur;1_BA;Monotaxis grandoculis;Lethrinidae;51,4
2006;1;Récif intérieur;1_BA;Mulloidichthys flavolineatus;Mullidae;17,7
2006;1;Récif intérieur;1_BA;Mulloidichthys vanicolensis;Mullidae;75,6
2006;1;Récif intérieur;1_BA;Naso annulatus;Acanthuridae;318,4
2006;1;Récif intérieur;1_BA;Naso lituratus;Acanthuridae;404,21
2006;1;Récif intérieur;1_BA;Neocirrhites armatus;Cirrhitidae;9,08
2006;1;Récif intérieur;1_BA;Paracirrhites arcatus;Cirrhitidae;70,29
2006;1;Récif intérieur;1_BA;Parapercis millepunctata;Pinguipedidae;4,08
2006;1;Récif intérieur;1_BA;Parupeneus cyclostomus;Mullidae;32,7
2006;1;Récif intérieur;1_BA;Parupeneus multifasciatus;Mullidae;720
2006;1;Récif intérieur;1_BA;Parupeneus pleurostigma;Mullidae;201,4
2006;1;Récif intérieur;1_BA;Plectroglyphidodon dickii;Pomacentridae;0,78
2006;1;Récif intérieur;1_BA;Plectroglyphidodon johnstonianus;Pomacentridae;6,87
2006;1;Récif intérieur;1_BA;Pseudocheilinus hexataenia;Labridae;6,91
2006;1;Récif intérieur;1_BA;Pseudojuloides atavai;Labridae;0,55
2006;1;Récif intérieur;1_BA;Pygoplites diacanthus;Pomacanthidae;276,5
2006;1;Récif intérieur;1_BA;Sargocentron microstoma;Holocentridae;113,3
2006;1;Récif intérieur;1_BA;Sargocentron tiere;Holocentridae;1,55
2006;1;Récif intérieur;1_BA;Scaridae unidentified 2;Perciformes;20,8
2006;1;Récif intérieur;1_BA;Scaridae unidentified 4;Perciformes;138,5
2006;1;Récif intérieur;1_BA;Scarus oviceps;Scaridae;85,3
2006;1;Récif intérieur;1_BA;Scarus psittacus;Scaridae;770,85
2006;1;Récif intérieur;1_BA;Siganus argenteus;Siganidae;25,4
2006;1;Récif intérieur;1_BA;Siganus spinus;Siganidae;370,8
2006;1;Récif intérieur;1_BA;Stegastes nigricans;Pomacentridae;842,21
2006;1;Récif intérieur;1_BA;Stegastes punctatus;Pomacentridae;73,78
2006;1;Récif intérieur;1_BA;Stethojulis bandanensis;Labridae;25,05
2006;1;Récif intérieur;1_BA;Thalassoma hardwicke;Labridae;591,3
2006;1;Récif intérieur;1_BA;Thalassoma quinquevittatum;Labridae;54
2006;1;Récif intérieur;1_BA;Zanclus cornutus;Zanclidae;496,3
2006;1;Récif intérieur;1_BA;Zebrasoma scopas;Acanthuridae;2552,12
2006;1;Pente externe;1_FO;Acanthurus achilles;Acanthuridae;10,98
2006;1;Pente externe;1_FO;Acanthurus nigricans;Acanthuridae;1279,06
2006;1;Pente externe;1_FO;Acanthurus nigricauda;Acanthuridae;425,6
2006;1;Pente externe;1_FO;Acanthurus nigrofuscus;Acanthuridae;1708,8
2006;1;Pente externe;1_FO;Acanthurus olivaceus;Acanthuridae;481,3
2006;1;Pente externe;1_FO;Acanthurus pyroferus;Acanthuridae;904,15
2006;1;Pente externe;1_FO;Acanthurus thompsoni;Acanthuridae;1563,5
2006;1;Pente externe;1_FO;Amanses scopas;Monacanthidae;12,8
2006;1;Pente externe;1_FO;Anampses twistii;Labridae;13,82
2006;1;Pente externe;1_FO;Aulostomus chinensis;Aulostomidae;437,4
2006;1;Pente externe;1_FO;Balistapus undulatus;Balistidae;930,42
2006;1;Pente externe;1_FO;Blenniidae unidentified;Blenniidae;0,78
2006;1;Pente externe;1_FO;Cantherhines dumerilii;Monacanthidae;396,95
2006;1;Pente externe;1_FO;Cantherhines sandwichiensis;Monacanthidae;95,4
2006;1;Pente externe;1_FO;Canthigaster solandri;Tetraodontidae;1,86
2006;1;Pente externe;1_FO;Caracanthus maculatus;Caracanthidae;42,31
2006;1;Pente externe;1_FO;Carcharhinus melanopterus;Carcharhinidae;43694,1
2006;1;Pente externe;1_FO;Centropyge bispinosa;Pomacanthidae;469,19
2006;1;Pente externe;1_FO;Centropyge flavissima;Pomacanthidae;724,77
2006;1;Pente externe;1_FO;Centropyge loricula;Pomacanthidae;78,14
2006;1;Pente externe;1_FO;Cephalopholis argus;Serranidae;7055,3
2006;1;Pente externe;1_FO;Cephalopholis urodeta;Serranidae;3342,48
2006;1;Pente externe;1_FO;Chaetodon ornatissimus;Chaetodontidae;679,61
2006;1;Pente externe;1_FO;Chaetodon pelewensis;Chaetodontidae;450,74
2006;1;Pente externe;1_FO;Chaetodon quadrimaculatus;Chaetodontidae;61,4
2006;1;Pente externe;1_FO;Chaetodon reticulatus;Chaetodontidae;1606,1
2006;1;Pente externe;1_FO;Chaetodon unimaculatus;Chaetodontidae;328,04
2006;1;Pente externe;1_FO;Cheilinus chlorourus;Labridae;33,5
2006;1;Pente externe;1_FO;Cheilinus oxycephalus;Labridae;82,71
2006;1;Pente externe;1_FO;Cheilinus trilobatus;Labridae;154,7
2006;1;Pente externe;1_FO;Chlorurus spilurus;Scaridae;7715,1
2006;1;Pente externe;1_FO;Chromis acares;Pomacentridae;493,48
2006;1;Pente externe;1_FO;Chromis agilis;Pomacentridae;6,6
2006;1;Pente externe;1_FO;Chromis iomelas;Pomacentridae;295,15
2006;1;Pente externe;1_FO;Chromis margaritifer;Pomacentridae;11,47
2006;1;Pente externe;1_FO;Chromis xanthura;Pomacentridae;96,92
2006;1;Pente externe;1_FO;Chrysiptera glauca;Pomacentridae;1,02
2006;1;Pente externe;1_FO;Cirrhilabrus exquisitus;Labridae;6,61
2006;1;Pente externe;1_FO;Cirrhilabrus scottorum;Labridae;139,35
2006;1;Pente externe;1_FO;Coris gaimard;Labridae;625
2006;1;Pente externe;1_FO;Ctenochaetus binotatus;Acanthuridae;162,6
2006;1;Pente externe;1_FO;Ctenochaetus flavicauda;Acanthuridae;1046,89
2006;1;Pente externe;1_FO;Ctenochaetus striatus;Acanthuridae;18689,18
2006;1;Pente externe;1_FO;Dascyllus flavicaudus;Pomacentridae;738,04
2006;1;Pente externe;1_FO;Epibulus insidiator;Labridae;1305,6
2006;1;Pente externe;1_FO;Epinephelus fasciatus;Serranidae;90,6
2006;1;Pente externe;1_FO;Exallias brevis;Blenniidae;35,7
2006;1;Pente externe;1_FO;Fistularia commersonii;Fistulariidae;833,9
2006;1;Pente externe;1_FO;Forcipiger flavissimus;Chaetodontidae;62,5
2006;1;Pente externe;1_FO;Forcipiger longirostris;Chaetodontidae;49,7
2006;1;Pente externe;1_FO;Gnathodentex aureolineatus;Lethrinidae;75,7
2006;1;Pente externe;1_FO;Gomphosus varius;Labridae;300,13
2006;1;Pente externe;1_FO;Gymnothorax javanicus;Muraenidae;2639,5
2006;1;Pente externe;1_FO;Gymnothorax meleagris;Muraenidae;-1
2006;1;Pente externe;1_FO;Halichoeres claudia;Labridae;95,22
2006;1;Pente externe;1_FO;Halichoeres hortulanus;Labridae;388,4
2006;1;Pente externe;1_FO;Labroides bicolor;Labridae;64,07
2006;1;Pente externe;1_FO;Labroides dimidiatus;Labridae;43,8
2006;1;Pente externe;1_FO;Labroides rubrolabiatus;Labridae;2,66
2006;1;Pente externe;1_FO;Macropharyngodon meleagris;Labridae;0,7
2006;1;Pente externe;1_FO;Melichthys niger;Balistidae;967,7
2006;1;Pente externe;1_FO;Melichthys vidua;Balistidae;2153,2
2006;1;Pente externe;1_FO;Naso lituratus;Acanthuridae;2241,59
2006;1;Pente externe;1_FO;Nemateleotris magnifica;Microdesmidae;80,06
2006;1;Pente externe;1_FO;Neocirrhites armatus;Cirrhitidae;148,94
2006;1;Pente externe;1_FO;Neoniphon argenteus;Holocentridae;12,46
2006;1;Pente externe;1_FO;Novaculichthys taeniourus;Labridae;145,9
2006;1;Pente externe;1_FO;Odonus niger;Balistidae;384,6
2006;1;Pente externe;1_FO;Ostracion meleagris;Ostraciidae;42,6
2006;1;Pente externe;1_FO;Oxycheilinus unifasciatus;Labridae;250,3
2006;1;Pente externe;1_FO;Paracirrhites arcatus;Cirrhitidae;151,78
2006;1;Pente externe;1_FO;Parupeneus barberinus;Mullidae;293,7
2006;1;Pente externe;1_FO;Parupeneus cyclostomus;Mullidae;317,2
2006;1;Pente externe;1_FO;Parupeneus multifasciatus;Mullidae;683,8
2006;1;Pente externe;1_FO;Plectroglyphidodon johnstonianus;Pomacentridae;283,73
2006;1;Pente externe;1_FO;Plectroglyphidodon lacrymatus;Pomacentridae;359,26
2006;1;Pente externe;1_FO;Pomacanthus imperator;Pomacanthidae;116,5
2006;1;Pente externe;1_FO;Pomachromis fuscidorsalis;Pomacentridae;7,37
2006;1;Pente externe;1_FO;Pseudanthias olivaceus;Serranidae;29,91
2006;1;Pente externe;1_FO;Pseudanthias pascalus;Serranidae;9,66
2006;1;Pente externe;1_FO;Pseudocheilinus hexataenia;Labridae;62,25
2006;1;Pente externe;1_FO;Pseudocheilinus tetrataenia;Labridae;18,48
2006;1;Pente externe;1_FO;Pseudojuloides atavai;Labridae;41,62
2006;1;Pente externe;1_FO;Pygoplites diacanthus;Pomacanthidae;545,5
2006;1;Pente externe;1_FO;Sargocentron caudimaculatum;Holocentridae;32,3
2006;1;Pente externe;1_FO;Sargocentron microstoma;Holocentridae;20
2006;1;Pente externe;1_FO;Sargocentron spiniferum;Holocentridae;83,6
2006;1;Pente externe;1_FO;Scarus oviceps;Scaridae;3599,7
2006;1;Pente externe;1_FO;Scarus psittacus;Scaridae;590,9
2006;1;Pente externe;1_FO;Scarus tricolor;Scaridae;113,2
2006;1;Pente externe;1_FO;Sphyraena sp. 1;Sphyraenidae;4477,5
2006;1;Pente externe;1_FO;Stegastes fasciolatus;Pomacentridae;7,35
2006;1;Pente externe;1_FO;Stegastes nigricans;Pomacentridae;14,19
2006;1;Pente externe;1_FO;Sufflamen bursa;Balistidae;1016,26
2006;1;Pente externe;1_FO;Thalassoma hardwicke;Labridae;17,53
2006;1;Pente externe;1_FO;Thalassoma lutescens;Labridae;166,79
2006;1;Pente externe;1_FO;Thalassoma quinquevittatum;Labridae;24,55
2006;1;Pente externe;1_FO;Zanclus cornutus;Zanclidae;284,3
2006;1;Pente externe;1_FO;Zebrasoma flavescens;Acanthuridae;1,98
2006;1;Pente externe;1_FO;Zebrasoma scopas;Acanthuridae;12347,85
2006;1;Pente externe;1_FO;Zebrasoma velifer;Acanthuridae;483,62
2006;1;Frangeant;1_FR;Acanthurus nigrofuscus;Acanthuridae;736,89
2006;1;Frangeant;1_FR;Acanthurus pyroferus;Acanthuridae;564,24
2006;1;Frangeant;1_FR;Acanthurus triostegus;Acanthuridae;13739,9
2006;1;Frangeant;1_FR;Anampses twistii;Labridae;10,22
2006;1;Frangeant;1_FR;Aulostomus chinensis;Aulostomidae;128
2006;1;Frangeant;1_FR;Balistapus undulatus;Balistidae;427,42
2006;1;Frangeant;1_FR;Canthigaster solandri;Tetraodontidae;79,59
2006;1;Frangeant;1_FR;Carangidae unidentified 1;Perciformes;1901
2006;1;Frangeant;1_FR;Centropyge bispinosa;Pomacanthidae;199,67
2006;1;Frangeant;1_FR;Centropyge flavissima;Pomacanthidae;341,88
2006;1;Frangeant;1_FR;Cephalopholis argus;Serranidae;736,44
2006;1;Frangeant;1_FR;Chaetodon auriga;Chaetodontidae;121,5
2006;1;Frangeant;1_FR;Chaetodon citrinellus;Chaetodontidae;79,31
2006;1;Frangeant;1_FR;Chaetodon ephippium;Chaetodontidae;432,2
2006;1;Frangeant;1_FR;Chaetodon lunula;Chaetodontidae;635,2
2006;1;Frangeant;1_FR;Chaetodon lunulatus;Chaetodontidae;110,51
2006;1;Frangeant;1_FR;Chaetodon ornatissimus;Chaetodontidae;263,3
2006;1;Frangeant;1_FR;Chaetodon vagabundus;Chaetodontidae;340,77
2006;1;Frangeant;1_FR;Cheilinus chlorourus;Labridae;77,98
2006;1;Frangeant;1_FR;Cheilinus trilobatus;Labridae;858,06
2006;1;Frangeant;1_FR;Chlorurus spilurus;Scaridae;957,65
2006;1;Frangeant;1_FR;Chromis iomelas;Pomacentridae;5,29
2006;1;Frangeant;1_FR;Chromis margaritifer;Pomacentridae;103,74
2006;1;Frangeant;1_FR;Chromis viridis;Pomacentridae;67,31
2006;1;Frangeant;1_FR;Ctenochaetus flavicauda;Acanthuridae;173,3
2006;1;Frangeant;1_FR;Ctenochaetus striatus;Acanthuridae;2315,26
2006;1;Frangeant;1_FR;Dascyllus aruanus;Pomacentridae;2,68
2006;1;Frangeant;1_FR;Dascyllus flavicaudus;Pomacentridae;1022,05
2006;1;Frangeant;1_FR;Diodon hystrix;Diodontidae;552,3
2006;1;Frangeant;1_FR;Epibulus insidiator;Labridae;142,9
2006;1;Frangeant;1_FR;Epinephelus merra;Serranidae;603,82
2006;1;Frangeant;1_FR;Fistularia commersonii;Fistulariidae;2146,3
2006;1;Frangeant;1_FR;Forcipiger flavissimus;Chaetodontidae;353,74
2006;1;Frangeant;1_FR;Forcipiger longirostris;Chaetodontidae;21,93
2006;1;Frangeant;1_FR;Fusigobius neophytus;Gobiidae;0,94
2006;1;Frangeant;1_FR;Gnathodentex aureolineatus;Lethrinidae;691,88
2006;1;Frangeant;1_FR;Gnatholepis anjerensis;Gobiidae;1,27
2006;1;Frangeant;1_FR;Gobiidae unidentified 1;Perciformes;1,57
2006;1;Frangeant;1_FR;Halichoeres hortulanus;Labridae;105,6
2006;1;Frangeant;1_FR;Halichoeres trimaculatus;Labridae;9,81
2006;1;Frangeant;1_FR;Heniochus chrysostomus;Chaetodontidae;156,63
2006;1;Frangeant;1_FR;Labridae unidentified 1;Perciformes;1,78
2006;1;Frangeant;1_FR;Labroides bicolor;Labridae;72,01
2006;1;Frangeant;1_FR;Labroides dimidiatus;Labridae;1,07
2006;1;Frangeant;1_FR;Monotaxis grandoculis;Lethrinidae;179,97
2006;1;Frangeant;1_FR;Mulloidichthys flavolineatus;Mullidae;595,6
2006;1;Frangeant;1_FR;Myripristis berndti;Holocentridae;232,31
2006;1;Frangeant;1_FR;Naso lituratus;Acanthuridae;126,33
2006;1;Frangeant;1_FR;Ostracion cubicus;Ostraciidae;310,1
2006;1;Frangeant;1_FR;Ostracion meleagris;Ostraciidae;353,65
2006;1;Frangeant;1_FR;Oxycheilinus unifasciatus;Labridae;104,4
2006;1;Frangeant;1_FR;Parapercis millepunctata;Pinguipedidae;36,18
2006;1;Frangeant;1_FR;Parupeneus insularis;Mullidae;34,34
2006;1;Frangeant;1_FR;Parupeneus multifasciatus;Mullidae;472,78
2006;1;Frangeant;1_FR;Parupeneus pleurostigma;Mullidae;1060,25
2006;1;Frangeant;1_FR;Pomacentrus pavo;Pomacentridae;13,96
2006;1;Frangeant;1_FR;Pseudocheilinus hexataenia;Labridae;2,13
2006;1;Frangeant;1_FR;Pygoplites diacanthus;Pomacanthidae;328,3
2006;1;Frangeant;1_FR;Sargocentron microstoma;Holocentridae;6,75
2006;1;Frangeant;1_FR;Saurida gracilis;Synodontidae;0,28
2006;1;Frangeant;1_FR;Scarus oviceps;Scaridae;231,6
2006;1;Frangeant;1_FR;Scarus psittacus;Scaridae;119,63
2006;1;Frangeant;1_FR;Stegastes nigricans;Pomacentridae;187,99
2006;1;Frangeant;1_FR;Stethojulis bandanensis;Labridae;1,48
2006;1;Frangeant;1_FR;Sufflamen bursa;Balistidae;468,6
2006;1;Frangeant;1_FR;Thalassoma hardwicke;Labridae;622,2
2006;1;Frangeant;1_FR;Zanclus cornutus;Zanclidae;1150
2006;1;Frangeant;1_FR;Zebrasoma scopas;Acanthuridae;4360,74
2006;1;Frangeant;1_FR;Zebrasoma velifer;Acanthuridae;251,95
2006;2;Récif intérieur;2_BA;Acanthurus nigricans;Acanthuridae;198,1
2006;2;Récif intérieur;2_BA;Acanthurus nigrofuscus;Acanthuridae;1480,74
2006;2;Récif intérieur;2_BA;Acanthurus olivaceus;Acanthuridae;152,1
2006;2;Récif intérieur;2_BA;Acanthurus triostegus;Acanthuridae;46,2
2006;2;Récif intérieur;2_BA;Anampses twistii;Labridae;18,3
2006;2;Récif intérieur;2_BA;Aulostomus chinensis;Aulostomidae;139,3
2006;2;Récif intérieur;2_BA;Balistapus undulatus;Balistidae;417,3
2006;2;Récif intérieur;2_BA;Canthigaster solandri;Tetraodontidae;178,16
2006;2;Récif intérieur;2_BA;Centropyge flavissima;Pomacanthidae;150,13
2006;2;Récif intérieur;2_BA;Chaetodon citrinellus;Chaetodontidae;274,07
2006;2;Récif intérieur;2_BA;Chaetodon lunula;Chaetodontidae;91,8
2006;2;Récif intérieur;2_BA;Chaetodon lunulatus;Chaetodontidae;596,8
2006;2;Récif intérieur;2_BA;Chaetodon ornatissimus;Chaetodontidae;1975,1
2006;2;Récif intérieur;2_BA;Chaetodon pelewensis;Chaetodontidae;36,47
2006;2;Récif intérieur;2_BA;Chaetodon reticulatus;Chaetodontidae;221,9
2006;2;Récif intérieur;2_BA;Chaetodon unimaculatus;Chaetodontidae;47,5
2006;2;Récif intérieur;2_BA;Chaetodon vagabundus;Chaetodontidae;393,7
2006;2;Récif intérieur;2_BA;Cheilinus chlorourus;Labridae;61,9
2006;2;Récif intérieur;2_BA;Cheilinus trilobatus;Labridae;112
2006;2;Récif intérieur;2_BA;Chlorurus spilurus;Scaridae;3321,9
2006;2;Récif intérieur;2_BA;Chromis viridis;Pomacentridae;93,3
2006;2;Récif intérieur;2_BA;Chrysiptera brownriggii;Pomacentridae;0,18
2006;2;Récif intérieur;2_BA;Coris gaimard;Labridae;43,6
2006;2;Récif intérieur;2_BA;Ctenochaetus binotatus;Acanthuridae;193,4
2006;2;Récif intérieur;2_BA;Ctenochaetus flavicauda;Acanthuridae;76,8
2006;2;Récif intérieur;2_BA;Ctenochaetus striatus;Acanthuridae;4496,45
2006;2;Récif intérieur;2_BA;Ctenogobiops feroculus;Gobiidae;14,23
2006;2;Récif intérieur;2_BA;Dascyllus aruanus;Pomacentridae;2,11
2006;2;Récif intérieur;2_BA;Echidna nebulosa;Muraenidae;103,7
2006;2;Récif intérieur;2_BA;Epibulus insidiator;Labridae;465,2
2006;2;Récif intérieur;2_BA;Epinephelus merra;Serranidae;26,97
2006;2;Récif intérieur;2_BA;Fistularia commersonii;Fistulariidae;315,9
2006;2;Récif intérieur;2_BA;Forcipiger flavissimus;Chaetodontidae;93,9
2006;2;Récif intérieur;2_BA;Gnathodentex aureolineatus;Lethrinidae;538,7
2006;2;Récif intérieur;2_BA;Gomphosus varius;Labridae;431
2006;2;Récif intérieur;2_BA;Halichoeres hortulanus;Labridae;841,6
2006;2;Récif intérieur;2_BA;Halichoeres trimaculatus;Labridae;214,68
2006;2;Récif intérieur;2_BA;Heniochus chrysostomus;Chaetodontidae;81,7
2006;2;Récif intérieur;2_BA;Melichthys vidua;Balistidae;687,4
2006;2;Récif intérieur;2_BA;Monotaxis grandoculis;Lethrinidae;197,1
2006;2;Récif intérieur;2_BA;Mulloidichthys flavolineatus;Mullidae;102,2
2006;2;Récif intérieur;2_BA;Naso lituratus;Acanthuridae;620,14
2006;2;Récif intérieur;2_BA;Neoniphon argenteus;Holocentridae;77,2
2006;2;Récif intérieur;2_BA;Paracirrhites arcatus;Cirrhitidae;20,53
2006;2;Récif intérieur;2_BA;Parapercis millepunctata;Pinguipedidae;50,5
2006;2;Récif intérieur;2_BA;Parupeneus cyclostomus;Mullidae;121,9
2006;2;Récif intérieur;2_BA;Parupeneus insularis;Mullidae;1,59
2006;2;Récif intérieur;2_BA;Parupeneus multifasciatus;Mullidae;220,1
2006;2;Récif intérieur;2_BA;Parupeneus pleurostigma;Mullidae;613,6
2006;2;Récif intérieur;2_BA;Plagiotremus tapeinosoma;Blenniidae;5,6
2006;2;Récif intérieur;2_BA;Plectroglyphidodon lacrymatus;Pomacentridae;6,76
2006;2;Récif intérieur;2_BA;Pomacentrus pavo;Pomacentridae;4,65
2006;2;Récif intérieur;2_BA;Pseudocheilinus hexataenia;Labridae;0,2
2006;2;Récif intérieur;2_BA;Rhinecanthus aculeatus;Balistidae;79,27
2006;2;Récif intérieur;2_BA;Sargocentron microstoma;Holocentridae;46,7
2006;2;Récif intérieur;2_BA;Saurida gracilis;Synodontidae;7,7
2006;2;Récif intérieur;2_BA;Scarus oviceps;Scaridae;156,4
2006;2;Récif intérieur;2_BA;Scarus psittacus;Scaridae;5510,2
2006;2;Récif intérieur;2_BA;Stegastes albifasciatus;Pomacentridae;43,18
2006;2;Récif intérieur;2_BA;Stegastes fasciolatus;Pomacentridae;2,45
2006;2;Récif intérieur;2_BA;Stegastes nigricans;Pomacentridae;1881,91
2006;2;Récif intérieur;2_BA;Stegastes punctatus;Pomacentridae;34,29
2006;2;Récif intérieur;2_BA;Stethojulis bandanensis;Labridae;91,12
2006;2;Récif intérieur;2_BA;Sufflamen bursa;Balistidae;120,6
2006;2;Récif intérieur;2_BA;Thalassoma hardwicke;Labridae;1545,65
2006;2;Récif intérieur;2_BA;Zanclus cornutus;Zanclidae;528,1
2006;2;Récif intérieur;2_BA;Zebrasoma scopas;Acanthuridae;5261,51
2006;2;Récif intérieur;2_BA;Zebrasoma velifer;Acanthuridae;38,52
2006;2;Pente externe;2_FO;Acanthurus nigricans;Acanthuridae;257,2
2006;2;Pente externe;2_FO;Acanthurus nigricauda;Acanthuridae;172,6
2006;2;Pente externe;2_FO;Acanthurus nigrofuscus;Acanthuridae;1582,26
2006;2;Pente externe;2_FO;Acanthurus olivaceus;Acanthuridae;1170,1
2006;2;Pente externe;2_FO;Acanthurus pyroferus;Acanthuridae;1166,82
2006;2;Pente externe;2_FO;Acanthurus thompsoni;Acanthuridae;632,62
2006;2;Pente externe;2_FO;Aluterus scriptus;Monacanthidae;1385,5
2006;2;Pente externe;2_FO;Amanses scopas;Monacanthidae;460,52
2006;2;Pente externe;2_FO;Aphareus furca;Lutjanidae;277,3
2006;2;Pente externe;2_FO;Atrosalarias fuscus;Blenniidae;2,93
2006;2;Pente externe;2_FO;Aulostomus chinensis;Aulostomidae;133,5
2006;2;Pente externe;2_FO;Balistapus undulatus;Balistidae;854,07
2006;2;Pente externe;2_FO;Blenniidae unidentified;Blenniidae;0,29
2006;2;Pente externe;2_FO;Cantherhines sandwichiensis;Monacanthidae;78,1
2006;2;Pente externe;2_FO;Canthigaster solandri;Tetraodontidae;3,72
2006;2;Pente externe;2_FO;Canthigaster sp. 1;Tetraodontidae;3,98
2006;2;Pente externe;2_FO;Caracanthus maculatus;Caracanthidae;44,15
2006;2;Pente externe;2_FO;Centropyge bispinosa;Pomacanthidae;353,49
2006;2;Pente externe;2_FO;Centropyge flavissima;Pomacanthidae;628,44
2006;2;Pente externe;2_FO;Centropyge loricula;Pomacanthidae;25,18
2006;2;Pente externe;2_FO;Cephalopholis argus;Serranidae;6239,5
2006;2;Pente externe;2_FO;Cephalopholis urodeta;Serranidae;3419,19
2006;2;Pente externe;2_FO;Chaetodon lunula;Chaetodontidae;240,6
2006;2;Pente externe;2_FO;Chaetodon lunulatus;Chaetodontidae;31,3
2006;2;Pente externe;2_FO;Chaetodon ornatissimus;Chaetodontidae;380,58
2006;2;Pente externe;2_FO;Chaetodon pelewensis;Chaetodontidae;514,95
2006;2;Pente externe;2_FO;Chaetodon quadrimaculatus;Chaetodontidae;43,3
2006;2;Pente externe;2_FO;Chaetodon reticulatus;Chaetodontidae;1409,91
2006;2;Pente externe;2_FO;Chaetodon ulietensis;Chaetodontidae;74,6
2006;2;Pente externe;2_FO;Chaetodon unimaculatus;Chaetodontidae;152,6
2006;2;Pente externe;2_FO;Cheilinus chlorourus;Labridae;42,5
2006;2;Pente externe;2_FO;Cheilinus oxycephalus;Labridae;40,58
2006;2;Pente externe;2_FO;Cheilinus trilobatus;Labridae;81,99
2006;2;Pente externe;2_FO;Chlorurus spilurus;Scaridae;5892,1
2006;2;Pente externe;2_FO;Chromis acares;Pomacentridae;381,1
2006;2;Pente externe;2_FO;Chromis agilis;Pomacentridae;129,21
2006;2;Pente externe;2_FO;Chromis atripectoralis;Pomacentridae;2,88
2006;2;Pente externe;2_FO;Chromis iomelas;Pomacentridae;443,04
2006;2;Pente externe;2_FO;Chromis vanderbilti;Pomacentridae;4,19
