2;9;3;1;4;5;8;7;6
2;3;5;4;1;9;8;7;6
9;7;6;1;5;2;3;4;8
2;3;4;1;5;8;6;9;7
6;4;7;1;8;5;2;9;3
8;1;7;4;6;2;3;9;5
6;9;7;3;8;2;5;1;4
8;4;7;2;6;3;1;5;9
5;4;8;2;6;1;7;9;3
6;2;7;1;9;3;8;4;5
6;4;7;5;8;1;2;3;9
8;9;7;1;4;2;6;3;5
3;1;3;3;3;3;3;3;2
